text_asli,removed_noise,removed_alay,removed_stopwords
"india &amp; malaysia rencana perpanjang lockdown. na... kita mulai aja belum. jgn kaget nanti, disaat negara2 lain sudah bebas kita masih sibuk berkutat dgn #codvi19 
#lockdownataumusnah 
#lockdownindonesia 
#lockdownnasionalserentak","india &amp; malaysia rencana perpanjang lockdown. na... kita mulai aja belum. jgn kaget nanti, disaat negara2 lain sudah bebas kita masih sibuk berkutat dgn #codvi19 #lockdownataumusnah #lockdownindonesia #lockdownnasionalserentak","india &amp; malaysia rencana perpanjang lockdown. na... kita mulai saja belum. jangan kaget nanti, disaat negara2 lain sudah bebas kita masih sibuk berkutat dengan #codvi19 #lockdownataumusnah #lockdownindonesia #lockdownnasionalserentak","india & amp ; malaysia rencana perpanjang . na ... . kaget , disaat negara2 bebas sibuk berkutat #codvi19 #lockdownataumusnah #lockdownindonesia #lockdownnasionalserentak"
aku tgk ig story josevilla ni seronok je die shoot pakai film. tibe2 dlm kple aku tertnye2 tmpt die ni tak lockdown ke? 🧐 rase mcm nak reply “stay home” pon ade 😂,aku tgk ig story josevilla ni seronok je die shoot pakai film. tibe2 dlm kple aku tertnye2 tmpt die ni tak ke? 🧐 rase mcm nak reply “stay home” pon ade 😂,aku tengok ig story josevilla nih seronok je die shoot pakai film. tibe2 dalam kple aku tertnye2 tempat die nih tak ke? 🧐 rase macam nak reply “stay home” pon adek 😂,tengok ig story josevilla seronok je die shoot pakai film . tibe2 kple tertnye2 die ? 🧐 rase reply “ stay ” pon adek 😂
mas hadi sudah sesuai timeline belom? kalo belom tak lockdown loh. https://t.co/h8vnxnlwtf,mas hadi sudah sesuai timeline belom? kalo belom tak loh.,mas hadi sudah sesuai timeline belom? kalo belum tak loh.,mas hadi sesuai timeline belom ? loh .
@wahabislokal berhubungan dengan yg teriak lockdown ?,berhubungan dengan yg teriak ?,berhubungan dengan yang teriak ?,berhubungan teriak ?
"rt @goal_id: keinginan mikel arteta dalami para pemain arsenal terkendala 'lockdown' &amp; penangguhan liga
https://t.co/0boub7fbqh",keinginan mikel arteta dalami para pemain arsenal terkendala 'lockdown' &amp; penangguhan,keinginan mikel arteta dalami para pemain arsenal terkendala 'lockdown' &amp; penangguhan,mikel arteta dalami pemain arsenal terkendala ' ' & amp ; penangguhan
dampak lockdown kok gini amat yakk😓 https://t.co/93njrdf55v,dampak kok gini amat yakk😓,dampak kok begini amat yakk😓,dampak yakk 😓
sek sek mungkin jodohku ijek di lockdown dadi gung iso nemokne aku 😌,sek sek mungkin jodohku ijek di dadi gung iso nemokne aku 😌,sek sek mungkin jodohku ijek di dadi gung iso nemokne aku 😌,sek sek jodohku ijek dadi gung iso nemokne 😌
"rt @ainunnajib: jawa timur baiknya lockdown kalau tak ingin kematian maksimal. lockdown sekarang, hasilnya nanti 3-4 minggu lagi. 

3-4 min…","jawa timur baiknya kalau tak ingin kematian maksimal. sekarang, hasilnya nanti 3-4 minggu lagi. 3-4 min…","jawa timur baiknya kalau tak ingin kematian maksimal. sekarang, hasilnya nanti 3-4 minggu lagi. 3-4 min…","jawa timur baiknya kematian maksimal . , hasilnya 3 - 4 minggu . 3 - 4 min …"
"keinginan mikel arteta dalami para pemain arsenal terkendala 'lockdown' &amp; penangguhan liga: meski situasi di inggris tengah lockdown dan kompetisi ditangguhkan, mikel arteta berharap bisa tetap menjalin kedekatan dengan para pemainnya. https://t.co/kj0hde81ht https://t.co/523rq4q24t","keinginan mikel arteta dalami para pemain arsenal terkendala 'lockdown' &amp; penangguhan liga: meski situasi di inggris tengah dan kompetisi ditangguhkan, mikel arteta berharap bisa tetap menjalin kedekatan dengan para pemainnya.","keinginan mikel arteta dalami para pemain arsenal terkendala 'lockdown' &amp; penangguhan liga: meski situasi di inggris tengah dan kompetisi ditangguhkan, mikel arteta berharap bisa tetap menjalin kedekatan dengan para pemainnya.","mikel arteta dalami pemain arsenal terkendala ' ' & amp ; penangguhan liga : situasi inggris kompetisi ditangguhkan , mikel arteta berharap menjalin kedekatan pemainnya ."
"rt @wahabislokal: kelakuan wan abud rusak

awalnya sok2an mau lockdown.
dan sekarang sok jadi pahlawan bela ojol.

woiiii......
wan abud ja…","kelakuan wan abud rusak

awalnya sok2an mau lockdown.
dan sekarang sok jadi pahlawan bela ojol.

woiiii......
wan abud ja…","kelakuan wan abud rusak

awalnya sok-sokan mau lockdown.
dan sekarang sok jadi pahlawan bela ojol.

woiiii......
wan abud ja…","kelakuan wan abud rusak 

 sok-sokan . 
 sok pahlawan bela ojol . 

 woiiii ...... 
 wan abud ja …"
saudi furabandhu (lockdown) muhdhatheh neih gothah ithurukohffi https://t.co/mgfynccgeb,saudi furabandhu (lockdown) muhdhatheh neih gothah ithurukohffi,saudi furabandhu (lockdown) muhdhatheh neih gothah ithurukohffi,saudi furabandhu ( ) muhdhatheh neih gothah ithurukohffi
"kalian sekarang sibuk dengan bosan dirumah, namun kami itulah yang kami harapakan sekarang .
#lockdown","kalian sekarang sibuk dengan bosan dirumah, namun kami itulah yang kami harapakan sekarang .
#lockdown","kalian sekarang sibuk dengan bosan dirumah, namun kami itulah yang kami harapakan sekarang .
#lockdown","sibuk bosan dirumah , harapakan . 
 #lockdown"
"1. pandemi covid 19 yg ganas, porak-porandakan negara2 terkena covid 19, pemerintah perkuat social distancing dng psbb, agar rakyat terselamatkan. ""uncle sum"" meninggal 20.577 org terkena covid 19, merencanakan lock down ttp walikota new york nolak berlakukan lockdown. yg penting https://t.co/twrhvutpe8","1. pandemi covid 19 yg ganas, porak-porandakan negara2 terkena covid 19, pemerintah perkuat social distancing dng psbb, agar rakyat terselamatkan. ""uncle sum"" meninggal 20.577 org terkena covid 19, merencanakan lock down ttp walikota new york nolak berlakukan lockdown. yg penting","1. pandemi covid 19 yang ganas, porak-porandakan negara2 terkena covid 19, pemerintah perkuat social distancing dengan psbb, agar rakyat terselamatkan. ""uncle sum"" meninggal 20.577 orang terkena covid 19, merencanakan lock down tetap walikota new york nolak berlakukan lockdown. yang penting","1 . pandemi covid 19 ganas , porak - porandakan negara2 terkena covid 19 , pemerintah perkuat social distancing psbb , rakyat terselamatkan . "" uncle sum "" meninggal 20.577 orang terkena covid 19 , merencanakan lock down walikota new york nolak berlakukan ."
@pusdalops_diy @benie_danarto mohon maaf kak min di tempat saya tinggal masih bnyk warga berkerumun apalagi yg jaga jalan yg di lockdown bisa lebih dr 10 orang setiap harinya &amp; 24 jam belum kalau pagi/sore masih bnyk yg bergerombol di sekitaran rumah ini bgmn ya?,mohon maaf kak min di tempat saya tinggal masih bnyk warga berkerumun apalagi yg jaga jalan yg di bisa lebih dr 10 orang setiap harinya &amp; 24 jam belum kalau pagi/sore masih bnyk yg bergerombol di sekitaran rumah ini bgmn ya?,mohon maaf kak min di tempat saya tinggal masih banyak warga berkerumun apalagi yang jaga jalan yang di bisa lebih dari 10 orang setiap harinya &amp; 24 jam belum kalau pagi/sore masih banyak yang bergerombol di sekitaran rumah ini bagaimana ya?,mohon maaf kak min tinggal warga berkerumun jaga jalan 10 orang harinya & amp ; 24 jam pagi / sore bergerombol sekitaran rumah ?
@sebenarnyamy @asrulmm mgkin org² di sec6 tu salah ckp bukan lockdown tapi hanya saringan dari pihak berkuasa kerana mereka panic penampakan kemah umpama lockdown ..jdi maafkan mereka.,mgkin org² di sec6 tu salah ckp bukan tapi hanya saringan dari pihak berkuasa kerana mereka panic penampakan kemah umpama ..jdi maafkan mereka.,mungkin org² di sec6 itu salah cukup bukan tapi hanya saringan dari pihak berkuasa kerana mereka panic penampakan kemah umpama ..jdi maafkan mereka.,org² sec6 salah saringan berkuasa kerana panic penampakan kemah umpama .. jdi maafkan .
"rt @airin_nz: beruntunglah kita punya presiden sesabar pak @jokowi

jika presiden kita seperti duterte.
bisa dibayangkan apa yg terjadi jik…","beruntunglah kita punya presiden sesabar pak presiden kita seperti duterte.
bisa dibayangkan apa yg terjadi jik…","beruntunglah kita punya presiden sesabar pak presiden kita seperti duterte.
bisa dibayangkan apa yang terjadi jik…","beruntunglah presiden sesabar presiden duterte . 
 dibayangkan jik …"
"@depnaker @bogor ni gara2 lockdown saya di phk, saya merasa sakit hati, dan ga logis, dan knp ga dapet pesangon, trus saya harus apa,","ni gara2 saya di phk, saya merasa sakit hati, dan ga logis, dan knp ga dapet pesangon, trus saya harus apa,","nih gara-gara saya di phk, saya merasa sakit hati, dan enggak logis, dan kenapa enggak dapat pesangon, terus saya harus apa,","gara-gara phk , sakit hati , logis , pesangon , ,"
"udahlah ngga usah ada lockdown atau apapun...normal aja seperti biasa...corona salah satu bagian alam dalam menyeleksi mahluk hidup...

apa mau diseleksinya pake meteor jatuh atau super vulcano eruption?","udahlah ngga usah ada atau apapun...normal aja seperti biasa...corona salah satu bagian alam dalam menyeleksi mahluk hidup...

apa mau diseleksinya pake meteor jatuh atau super vulcano eruption?","sudahlah enggak usah ada atau apapun...normal saja seperti biasa...corona salah satu bagian alam dalam menyeleksi mahluk hidup...

apa mau diseleksinya pakai meteor jatuh atau super vulcano eruption?","apapun ... normal ... corona salah alam menyeleksi mahluk hidup ... 

 diseleksinya pakai meteor jatuh super vulcano eruption ?"
"@duule duul hayu mekdi, sebat. culik w yg lockdown di rumah sendiri 😩😩😩","duul hayu mekdi, sebat. culik w yg di rumah sendiri 😩😩😩","duul hayu mekdi, sebat. culik gue yang di rumah sendiri 😩😩😩","duul hayu mekdi , sebat . culik rumah 😩 😩 😩"
rt @lanzalnal: @thefunsizeguy wehhh aku balik kl sehari sebelum lockdown. anak haram betul. kahkahkahkah,wehhh aku balik kl sehari sebelum lockdown. anak haram betul. kahkahkahkah,wehhh aku balik kalo sehari sebelum lockdown. anak haram betul. kahkahkahkah,wehhh sehari . anak haram . kahkahkahkah
rt @thefunsizeguy: @lanzalnal wow. ian berlembut. bertabah sana. aku nasib baik sangat tergerak hati nak balik kampung sehari sebelum lockd…,wow. ian berlembut. bertabah sana. aku nasib baik sangat tergerak hati nak balik kampung sehari sebelum lockd…,wow. ian berlembut. bertabah sana. aku nasib baik sangat tergerak hati nak balik kampung sehari sebelum lockd…,wow . ian berlembut . bertabah . nasib tergerak hati kampung sehari lockd …
@shoftecc @ddounieee kuntilanak nya obesitas grgr lockdown njir😭👍,kuntilanak nya obesitas grgr njir😭👍,kuntilanak nya obesitas gara-gara njir😭👍,kuntilanak obesitas gara-gara njir 😭 👍
@dapormu nah yo ngene sing marai ati ke lockdown,nah yo ngene sing marai ati ke,nah ya ngene sing marai ati ke,ngene sing marai ati
"@pangpt ga ada lockdown lur, karantina keimanan yg ada.","ga ada lur, karantina keimanan yg ada.","enggak ada lur, karantina keimanan yang ada.","lur , karantina keimanan ."
rt @gerbangpost: covid-19: itali lanjut lockdown sehingga 3 mei https://t.co/wdp31jc2az https://t.co/l8lxynrxyt,covid-19: itali lanjut sehingga 3 mei,covid-19: itali lanjut sehingga 3 mei,covid - 19 : itali 3 mei
rt @amirudinshari: mengenai khabar angin bahawa seksyen 6 shah alam akan dikenakan ‘lockdown’ perkara ini tidak benar. pejabat daerah petal…,mengenai khabar angin bahawa seksyen 6 shah alam akan dikenakan ‘lockdown’ perkara ini tidak benar. pejabat daerah petal…,mengenai khabar angin bahawa seksyen 6 shah alam akan dikenakan ‘lockdown’ perkara ini tidak benar. pejabat daerah petal…,khabar angin bahawa seksyen 6 shah alam dikenakan ‘ ’ perkara . pejabat daerah petal …
bengok2 ttg lockdown/dirumahaja nah sendirinya aja nongki cantik di cafe berjamjam. omong kosong,bengok2 ttg lockdown/dirumahaja nah sendirinya aja nongki cantik di cafe berjamjam. omong kosong,bengok2 tentang lockdown/dirumahaja nah sendirinya saja nongki cantik di cafe berjamjam. omong kosong,bengok2 / dirumahaja nongki cantik cafe berjamjam . omong kosong
"pekerjaan boleh terlockdown

tapi rejeki tidak akan allah lockdown.

yuk terus berusaha.","pekerjaan boleh terlockdown

tapi rejeki tidak akan allah lockdown.

yuk terus berusaha.","pekerjaan boleh terlockdown

tapi rejeki tidak akan allah lockdown.

yuk terus berusaha.","pekerjaan terlockdown 

 rejeki allah . 

 berusaha ."
"selamat siang.. 🙏🙏🙏🙏 semuanya.. geprek gobyoss""  nambah nasi dan lemontea sepuasnya gratis.. yo muk di kehutanan jogja hee.. 12k sak kenyange ambyarrrr minum + nasi.. gratis tambah sak waregke..  lockdown tetep rame! 👍😁 @tempemendoangl @kikihakim4 https://t.co/isxmxrxsbf","selamat siang.. 🙏🙏🙏🙏 semuanya.. geprek gobyoss"" nambah nasi dan lemontea sepuasnya gratis.. yo muk di kehutanan jogja hee.. 12k sak kenyange ambyarrrr minum + nasi.. gratis tambah sak waregke.. tetep rame! 👍😁","selamat siang.. 🙏🙏🙏🙏 semuanya.. geprek gobyoss"" menambah nasi dan lemontea sepuasnya gratis.. ya muk di kehutanan jogja hee.. 12k sak kenyange ambyarrrr minum + nasi.. gratis tambah sak waregke.. tetap rame! 👍😁","selamat siang .. 🙏 🙏 🙏 🙏 .. geprek gobyoss "" menambah nasi lemontea sepuasnya gratis .. muk kehutanan jogja hee .. 12k sak kenyange ambyarrrr minum + nasi .. gratis sak waregke .. rame ! 👍 😁"
so ini masanya utk rakyat pulak tlng kerajaan dan frontliner..buktikan org malaysia bukan lagi minda kelas bwh yg xblh practise social distancing ni..sdh d didik pelan2 sudah ne..xkn msj tu xsmpai..malaysia boleh kan..jdlah mcm korea xda lockdown pn dpt kawal virus bb ksdrn dorg,so ini masanya utk rakyat pulak tlng kerajaan dan frontliner..buktikan org malaysia bukan lagi minda kelas bwh yg xblh practise social distancing ni..sdh d didik pelan2 sudah ne..xkn msj tu xsmpai..malaysia boleh kan..jdlah mcm korea xda pn dpt kawal virus bb ksdrn dorg,sok ini masanya untuk rakyat pula tlng kerajaan dan frontliner..buktikan orang malaysia bukan lagi minda kelas bwh yang xblh practise social distancing ni..sdh di didik pelan2 sudah ne..xkn msj itu xsmpai..malaysia boleh kan..jdlah macam korea xda pn dapat kawal virus bb ksdrn dorg,sok masanya rakyat tlng kerajaan frontliner .. buktikan orang malaysia minda kelas bwh xblh practise social distancing .. sdh didik pelan2 ne .. xkn msj xsmpai .. malaysia .. jdlah korea xda pn kawal virus bb ksdrn dorg
"krn sudah hampir 1bln lockdown..di rumah aja.
buat isi dompet, harus slh satu ini kuda besi, di ikhlasin mau di jokul aja..😁 https://t.co/ltjkfzdb4l","krn sudah hampir 1bln lockdown..di rumah aja.
buat isi dompet, harus slh satu ini kuda besi, di ikhlasin mau di jokul aja..😁","karena sudah hampir 1bln lockdown..di rumah aja.
buat isi dompet, harus salah satu ini kuda besi, di ikhlasin mau di jokul aja..😁","1bln .. rumah . 
 isi dompet , salah kuda besi , ikhlasin jokul .. 😁"
kalo ni lockdown ga ditemenin ema gue gatau si mau ngapain,kalo ni ga ditemenin ema gue gatau si mau ngapain,kalo nih enggak ditemenin emak gue enggak tau sih mau mengapai,ditemenin emak tau mengapai
sekalian aja nggak usah ada psbb...biar adil...biar tiap orang yg nanggung keselamatan nya masing2...biar nggak terkesan ojol yg untung yg lain yg nanggung...toh negara jg sdh nggak sanggup kan penuhi hak warga negara makanya sibuk cari istilah lockdown biar bebas tanggung jwb.. https://t.co/0ppr0uuv2c,sekalian aja nggak usah ada psbb...biar adil...biar tiap orang yg nanggung keselamatan nya masing2...biar nggak terkesan ojol yg untung yg lain yg nanggung...toh negara jg sdh nggak sanggup kan penuhi hak warga negara makanya sibuk cari istilah biar bebas tanggung jwb..,sekalian saja enggak usah ada psbb...biar adil...biar tiap orang yang nanggung keselamatan nya masing2...biar enggak terkesan ojol yang untung yang lain yang nanggung...toh negara juga sudah enggak sanggup kan penuhi hak warga negara makanya sibuk cari istilah biar bebas tanggung jwb..,psbb ... biar adil ... biar orang nanggung keselamatan masing2 ... biar terkesan ojol untung nanggung ... negara sanggup penuhi hak warga negara sibuk cari istilah biar bebas tanggung jwb ..
"akhirnyaa,
setelah sekian lama mendekam lockdown dalam goa.
hello tweet for android
#kisahtanahjawa 
#gunungsalak","akhirnyaa,
setelah sekian lama mendekam dalam goa.
hello tweet for android
#kisahtanahjawa #gunungsalak","akhirnyaa,
setelah sekian lama mendekam dalam goa.
hello tweet for android
#kisahtanahjawa #gunungsalak","akhirnyaa , 
 sekian mendekam goa . 
 hello tweet for android 
 #kisahtanahjawa #gunungsalak"
@radenrauf masih lockdown,masih,masih,
khandmaen dah gegara lockdown org pada menjem duit ama yg ga beduit pegimana si urusan nya -_-,khandmaen dah gegara org pada menjem duit ama yg ga beduit pegimana si urusan nya -_-,khandmaen deh gegara orang pada menjem duit sama yang enggak beduit pegimana sih urusan nya -_-,khandmaen deh gegara orang menjem duit beduit pegimana urusan -_-
"@maspeppy14 wkwk iyo gaoleh, lockdown","wkwk iyo gaoleh,","wkwk iyo gaoleh,","wkwk iyo gaoleh ,"
lockdown 3 hari chatku juga di lockdown keknya.,3 hari chatku juga di keknya.,3 hari chatku juga di keknya.,3 chatku keknya .
masih lockdown https://t.co/jnc2rfa573,masih,masih,
akibat lockdown pipi jadi tembem #bacotsantuy #brobrogorelockdown https://t.co/vljlrchfwu,akibat pipi jadi tembem #bacotsantuy #brobrogorelockdown,akibat pipi jadi tembem #bacotsantuy #brobrogorelockdown,akibat pipi tembem #bacotsantuy #brobrogorelockdown
aku ga mau lockdown maunya lock your heart for me 🙄,aku ga mau maunya lock your heart for me 🙄,aku enggak mau maunya lock your heart for me 🙄,maunya lock your heart for me 🙄
"rt @arh1924_new: ""strategi lockdown di wuhan &amp; 3t (trace, test, and treat, uji &amp; obati) scara massif di korsel terbukti efektif meredakan w…","""strategi di wuhan &amp; 3t (trace, test, and treat, uji &amp; obati) scara massif di korsel terbukti efektif meredakan w…","""strategi di wuhan &amp; 3t (trace, test, and treat, uji &amp; obati) scara massif di korsel terbukti efektif meredakan w…",""" strategi wuhan & amp ; 3 t ( trace , test , and treat , uji & amp ; obati ) scara massif korsel terbukti efektif meredakan w …"
@jakartakotaa nyawa jgn lockdown jg yh,nyawa jgn jg yh,nyawa jangan juga ya,nyawa
"@beecaine dia tu galau rumahnya ancur pada kena erupsi, mau ke bondowoso nggak ada kendaraan soalnya lagi lockdown semua","dia tu galau rumahnya ancur pada kena erupsi, mau ke bondowoso nggak ada kendaraan soalnya lagi semua","dia itu galau rumahnya hancur pada kena erupsi, mau ke bondowoso enggak ada kendaraan soalnya lagi semua","galau rumahnya hancur kena erupsi , bondowoso kendaraan"
@vxmona happyyyyyyyyy birthdayyyyyyyyyyyy izyan liyanaaaa!!!! 🎉🎉🎉🎉😘😘 bertabahlah kayyy cicer lockdown lelama ni.,happyyyyyyyyy birthdayyyyyyyyyyyy izyan liyanaaaa!!!! 🎉🎉🎉🎉😘😘 bertabahlah kayyy cicer lelama ni.,happyyyyyyyyy birthdayyyyyyyyyyyy izyan liyanaaaa!!!! 🎉🎉🎉🎉😘😘 bertabahlah kayyy cicer lelama ni.,happyyyyyyyyy birthdayyyyyyyyyyyy izyan liyanaaaa ! ! ! ! 🎉 🎉 🎉 🎉 😘 😘 bertabahlah kayyy cicer lelama .
"rt @nisahohnisah: see. rmo is not same for everyone. ada yang senang ,ada yang susah. ada yang dapat makan ,ada yang tak dapat makan. tidak…","see. rmo is not same for everyone. ada yang senang ,ada yang susah. ada yang dapat makan ,ada yang tak dapat makan. tidak…","see. rmo is not same for everyone. ada yang senang ,ada yang susah. ada yang dapat makan ,ada yang tak dapat makan. tidak…","see . rmo is not same for everyone . senang , susah . makan , makan . …"
lockdown jadi hobi masak🙈,jadi hobi masak🙈,jadi hobi masak🙈,hobi masak 🙈
kali kedua keluar beli barang lepas sebulan lockdown 🤣,kali kedua keluar beli barang lepas sebulan 🤣,kali kedua keluar beli barang lepas sebulan 🤣,kali beli barang lepas sebulan 🤣
@beecaine ko aku malah ngakak ya. mungkin galau bentar lg bakal di lockdown 😂,ko aku malah ngakak ya. mungkin galau bentar lg bakal di 😂,kok aku malah mengakak ya. mungkin galau bentar lagi bakal di 😂,mengakak . galau bentar 😂
"rt @kabarmuonline: wulandari, salah satu pelajar asal riau yang berkuliah s2 disana, merasa prihatin akan kondisi wni yang bekerja di malay…","wulandari, salah satu pelajar asal riau yang berkuliah s2 disana, merasa prihatin akan kondisi wni yang bekerja di malay…","wulandari, salah satu pelajar asal riau yang berkuliah s2 disana, merasa prihatin akan kondisi wni yang bekerja di malay…","wulandari , salah pelajar riau berkuliah s2 disana , prihatin kondisi wni malay …"
malaysia perpanjang lockdown hingga 28 april https://t.co/zhcxi296nq,malaysia perpanjang hingga 28 april,malaysia perpanjang hingga 28 april,malaysia perpanjang 28 april
"jakarta psbb, medan lockdown:)","jakarta psbb, medan lockdown:)","jakarta psbb, medan lockdown:)","jakarta psbb , medan : )"
"@nanduto tempatku dong berisik pada ngumpul"" bergosip, nyanyi"" smp tengah malam, gitaran kaya memuja setan tp judulnya lockdown  😓😓","tempatku dong berisik pada ngumpul"" bergosip, nyanyi"" smp tengah malam, gitaran kaya memuja setan tp judulnya 😓😓","tempatku dong berisik pada ngumpul"" bergosip, nyanyi"" sampai tengah malam, gitaran kayak memuja setan tapi judulnya 😓😓","tempatku berisik ngumpul "" bergosip , nyanyi "" malam , gitaran memuja setan judulnya 😓 😓"
maren beras dah dipacking pake nama jabatan. skrg nyuru org ke istana. berasa raja bener ni orang. ga mau ngeluarin bantuan pake mekanisme lockdown/karantina maunye pake nama sendiri. kaga jelas kelewat narsis!!! 💩💩💩💩 https://t.co/g7ygxrxnfl,maren beras dah dipacking pake nama jabatan. skrg nyuru org ke istana. berasa raja bener ni orang. ga mau ngeluarin bantuan pake mekanisme lockdown/karantina maunye pake nama sendiri. kaga jelas kelewat narsis!!! 💩💩💩💩,maren beras deh dipacking pakai nama jabatan. sekarang nyuru orang ke istana. berasa raja benar nih orang. enggak mau mengeluarkan bantuan pakai mekanisme lockdown/karantina maunye pakai nama sendiri. kagak jelas kelewat narsis!!! 💩💩💩💩,maren beras deh dipacking pakai nama jabatan . nyuru orang istana . berasa raja orang . mengeluarkan bantuan pakai mekanisme / karantina maunye pakai nama . kelewat narsis ! ! ! 💩 💩 💩 💩
"rt @sita_aelah: akumah sadar diri,mundur ajalah 😊
.
meningan mutualan nyok

-rt=twitter 
-ig-droplink

#mutualan #mutualanajadulusiapataujo…","akumah sadar diri,mundur ajalah 😊
.
meningan mutualan nyok

-rt=twitter -ig-droplink

#mutualan #mutualanajadulusiapataujo…","akumah sadar diri,mundur ajalah 😊
.
meningan mutualan nyok

-rt=twitter -ig-droplink

#mutualan #mutualanajadulusiapataujo…","akumah sadar , mundur ajalah 😊 
 . 
 meningan mutualan nyok 

 -rt = twitter -ig - droplink 

 #mutualan #mutualanajadulusiapataujo …"
