text_asli,removed_noise,removed_alay,removed_stopwords
indonesia nunggu apa lagi sih? ga lockdown lockdown perasaan.. etdaah-_-,nunggu apa lagi sih? ga perasaan.. etdaah-_-,menunggu apa lagi sih? enggak perasaan.. etdaah-_-,tunggu asa etdaah- -
@anakkolong___ @__mv_llestari__ kadrun harus lockdown aja n go out dr indonesia,kadrun harus aja n go out dr,kadrun harus saja n go out dari,kadrun n go out
@lini_zq gak lockdown bakal byk yg terinfeksi. di lockdown indonesia bubar.,gak bakal byk yg terinfeksi. di bubar.,enggak bakal banyak yang terinfeksi. di bubar.,infeksi bubar
"@jokowi setuju, kebayang berapa banyak imbas yg akan terjadi kalo indonesia harus lockdown, dengan jumlah penduduk 2 ratus juta lebih...","setuju, kebayang berapa banyak imbas yg akan terjadi kalo harus lockdown, dengan jumlah penduduk 2 ratus juta lebih...","setuju, terbayang berapa banyak imbas yang akan terjadi kalo harus lockdown, dengan jumlah penduduk 2 ratus juta lebih...",tuju bayang imbas lockdown duduk 2 ratus juta
pdip partai paling korup :  kenapa indonesia tidak lockdown? ini jawaban jokowi https://t.co/iob1nheuau https://t.co/p0pscrnzjj,pdip partai paling korup : kenapa tidak lockdown? ini jawaban jokowi,pdip partai paling korup : kenapa tidak lockdown? ini jawaban jokowi,pdip partai korup lockdown jokowi
"sadar juga, indonesia gabisa lockdown. saya terlalu mengikuti rujukan di media sosial, yang mana rujukan tersebut bukanlah ''orang2 jalanan''...","sadar juga, gabisa lockdown. saya terlalu mengikuti rujukan di media sosial, yang mana rujukan tersebut bukanlah ''orang2 jalanan''...","sadar juga, enggak bisa lockdown. saya terlalu mengikuti rujukan di media sosial, yang mana rujukan tersebut bukanlah ''orang2 jalanan''...",sadar lockdown rujuk media sosial rujuk orang2 jalan
"ibarat panci isi air tapi bocor
indonesia butuh lockdown secepatnya..","ibarat panci isi air tapi bocor
indonesia butuh secepatnya..","ibarat panci isi air tapi bocor
indonesia butuh secepatnya..",panci isi air bocor indonesia butuh cepat
indonesia butuh lockdown secepatnya...,butuh secepatnya...,butuh secepatnya...,butuh cepat
@zarazettirazr india 1.3m jiwa. banyak rakyatnya jauh lebih miskin dari rakyat miskin indonesia bisa lockdown. wow...👍👍,india 1.3m jiwa. banyak rakyatnya jauh lebih miskin dari rakyat miskin bisa lockdown. wow...👍👍,india 1.3m jiwa. banyak rakyatnya jauh lebih miskin dari rakyat miskin bisa lockdown. wow...👍👍,india 1 3m jiwa rakyat miskin rakyat miskin lockdown wow
"@mas__piyuuu @lini_zq @ramboetz loe yakin kalau sudah di lockdown rakyat indonesia bisa di rumah aja, gak berkeliaran, ?? gak ngumpul ngumpul b?? duit sudah dikeluarkan tapi tetap berkeliaran gak ada guna om..","loe yakin kalau sudah di rakyat bisa di rumah aja, gak berkeliaran, ?? gak ngumpul ngumpul b?? duit sudah dikeluarkan tapi tetap berkeliaran gak ada guna om..","lo yakin kalau sudah di rakyat bisa di rumah aja, enggak berkeliaran, ?? enggak ngumpul ngumpul b?? duit sudah dikeluarkan tapi tetap berkeliaran enggak ada guna om..",lo rakyat rumah liar ngumpul ngumpul b duit liar om
"indonesia butuh lockdown. mau nunggu sampai berapa lagi korban berjatuhan, tinggal nunggu giliran kita dan keluarga aja kalo begini keadaannya. sementara jumlah korban terus meningkat. yaa allah selamatkanlah kami","butuh lockdown. mau nunggu sampai berapa lagi korban berjatuhan, tinggal nunggu giliran kita dan keluarga aja kalo begini keadaannya. sementara jumlah korban terus meningkat. yaa allah selamatkanlah kami","butuh lockdown. mau menunggu sampai berapa lagi korban berjatuhan, tinggal menunggu giliran kita dan keluarga saja kalo begini keadaannya. sementara jumlah korban terus meningkat. ya allah selamatkanlah kami",butuh lockdown tunggu korban jatuh tinggal tunggu gilir keluarga korban tingkat allah selamat
@mantriss lockdown di indonesia menurut mas @mantriss yg seperti apa idealnya? apa pakai militer kaya di malaysia? ketamgkep keluar denda 700ribu kalo 5x penjara 5tahun... rasanya membayangkan kalo lockdown beneran kok juga gimana..,di menurut mas yg seperti apa idealnya? apa pakai militer kaya di malaysia? ketamgkep keluar denda 700ribu kalo 5x penjara 5tahun... rasanya membayangkan kalo beneran kok juga gimana..,di menurut mas yang seperti apa idealnya? apa pakai militer kayak di malaysia? ketamgkep keluar denda 700ribu kalo 5x penjara 5tahun... rasanya membayangkan kalo benaran kok juga gimana..,mas ideal pakai militer malaysia ketamgkep denda 700ribu 5x penjara 5tahun bayang gimana
"@ilctv1 hello dokter tirta, pemerintah butuh persiapan untuk logistik lockdown??

mereka punya waktu sejak outbreak di wuhan! 

sudah diingatkan sejak lama oleh banyak orang, malah undang turis!!

jangan anggap semua orang indonesia bodoh mau telan argumen anda! #ilcsimalakamacorona","hello dokter tirta, pemerintah butuh persiapan untuk logistik lockdown??

mereka punya waktu sejak outbreak di wuhan! sudah diingatkan sejak lama oleh banyak orang, malah undang turis!!

jangan anggap semua orang bodoh mau telan argumen anda! #ilcsimalakamacorona","hello dokter tirta, pemerintah butuh persiapan untuk logistik lockdown??

mereka punya waktu sejak outbreak di wuhan! sudah diingatkan sejak lama oleh banyak orang, malah undang turis!!

jangan anggap semua orang bodoh mau telan argumen anda! #ilcsimalakamacorona",hello dokter tirta perintah butuh logistik lockdown outbreak wuhan orang undang turis anggap orang bodoh telan argumen ilcsimalakamacorona
"@lini_zq indonesia itu luas neng, bukan seuprit, kalau indonesia lockdown , orang di luar sana bisa collapse, congor loe si enak, kalau indonesia collapse tinggal nyalahin pemerintah, presiden bla,bla, 

rakyat korban lockdown,bapak loe mau nanggung biaya hidup nya, 

lebih baik diam ..ok","itu luas neng, bukan seuprit, kalau , orang di luar sana bisa collapse, congor loe si enak, kalau collapse tinggal nyalahin pemerintah, presiden bla,bla, rakyat korban lockdown,bapak loe mau nanggung biaya hidup nya, lebih baik diam ..ok","itu luas neng, bukan seuprit, kalau , orang di luar sana bisa collapse, congor lo sih enak, kalau collapse tinggal menyalahkan pemerintah, presiden bla,bla, rakyat korban lockdown,bapak lo mau nanggung biaya hidup nya, lebih baik diam ..ok",luas neng seuprit orang collapse congor lo enak collapse tinggal salah perintah presiden bla bla rakyat korban lockdown lo nanggung biaya hidup diam ok
"assalamualaikum pa @jokowi . untuk menjalankan uud 45 ""melindungi segenap bangsa indonesia"" bapa harus lockdown indonesia dan juga ""mensejahterakan rakyat indonesia"" bangsa harus bantu ekonomi kami, ini bukan soal ekonomi negara, tapi ""pri kemanusiaan"" nurani bapak sendiri!!!","assalamualaikum pa . untuk menjalankan uud 45 ""melindungi segenap bangsa indonesia"" bapa harus dan juga ""mensejahterakan rakyat indonesia"" bangsa harus bantu ekonomi kami, ini bukan soal ekonomi negara, tapi ""pri kemanusiaan"" nurani bapak sendiri!!!","assalamualaikum apa . untuk menjalankan uud 45 ""melindungi segenap bangsa indonesia"" bapa harus dan juga ""mensejahterakan rakyat indonesia"" bangsa harus bantu ekonomi kami, ini bukan soal ekonomi negara, tapi ""pri kemanusiaan"" nurani bapak sendiri!!!",assalamualaikum jalan uud 45 lindung segenap bangsa indonesia bapa sejahtera rakyat indonesia bangsa bantu ekonomi ekonomi negara pri manusia nurani
wah.. india yg kelas ekonomi warganya ga jauh beda dari indonesia berani lockdown https://t.co/kbwgkrdjjn,wah.. india yg kelas ekonomi warganya ga jauh beda dari berani,wah.. india yang kelas ekonomi warganya enggak jauh beda dari berani,india kelas ekonomi warga beda berani
"rangkuman buat orang yang males baca:
1. herd immunity,
2. indonesia (jakarta) ga mungkin lockdown
3. ini point yang paling w suka https://t.co/ecmvbdgwci","rangkuman buat orang yang males baca:
1. herd immunity,
2. (jakarta) ga mungkin lockdown
3. ini point yang paling w suka","rangkuman buat orang yang malas baca:
1. herd immunity,
2. (jakarta) enggak mungkin lockdown
3. ini point yang paling gue suka",rangkum orang malas baca 1 herd immunity 2 jakarta lockdown 3 point suka
@zaenimat8 @infoplk apakah masyarakat kita siap jika indonesia di lockdown bro?,apakah masyarakat kita siap jika di bro?,apakah masyarakat kita siap jika di bro?,masyarakat
"covid-19 di indonesia
1. egaliter, menyerang siapa saja tak peduli status sosial.

2. dampak sosio-ekonomi nya yg timpang, berbasis kelas.

alhasil social distancing dianggap kurang, lockdown dianggap membunuh kelas bawah.

saatnya kita punya skema universal social security!","covid-19 di indonesia
1. egaliter, menyerang siapa saja tak peduli status sosial.

2. dampak sosio-ekonomi nya yg timpang, berbasis kelas.

alhasil social distancing dianggap kurang, dianggap membunuh kelas bawah.

saatnya kita punya skema universal social security!","covid-19 di indonesia
1. egaliter, menyerang siapa saja tak peduli status sosial.

2. dampak sosio-ekonomi nya yang timpang, berbasis kelas.

alhasil social distancing dianggap kurang, dianggap membunuh kelas bawah.

saatnya kita punya skema universal social security!",covid-19 indonesia 1 egaliter serang peduli status sosial 2 dampak sosio-ekonomi timpang bas kelas alhasil social distancing anggap anggap bunuh kelas skema universal social security
"papua lockdown....

kapan indonesia??
#lockdownindonesia
 https://t.co/t430cjpi44","papua lockdown....

kapan indonesia??
#lockdownindonesia","papua lockdown....

kapan indonesia??
#lockdownindonesia",papua lockdown indonesia lockdownindonesia
"@ajplus pak @jokowi @aniesbaswedan @ridwankamil @bimaaryas @idrisashomad @jabarprovgoid @pemkotabogor @pemkotdepok  #lockdown  yuk bila seluruh indonesia tdk bisa di #lockdown, jabodetabek di #lockdown juga nggak apa-apa deh daripada banyak nyawa rakyat yg terenggut sm corona please 🙏","pak #lockdown yuk bila seluruh tdk bisa di #lockdown, jabodetabek di #lockdown juga nggak apa-apa deh daripada banyak nyawa rakyat yg terenggut sm corona please 🙏","pak #lockdown yuk bila seluruh tidak bisa di #lockdown, jabodetabek di #lockdown juga enggak apa-apa deh daripada banyak nyawa rakyat yang terenggut sama corona please 🙏",lockdown lockdown jabodetabek lockdown deh nyawa rakyat renggut corona please
"mungkin pikir pemerintah indonesia.
biarin gua gamau nutup akses.
toh semuanya jg dah menutup diri.
kalo smua pintu dah ketutup, brarti kan gada yang keluar. ngapain capek2 lockdown.

ujungnya virusnya muter2 di indonesia aja
dan di semua negara tdk menerima wni dalam waktu 2 thn","mungkin pikir pemerintah indonesia.
biarin gua gamau nutup akses.
toh semuanya jg dah menutup diri.
kalo smua pintu dah ketutup, brarti kan gada yang keluar. ngapain capek2 lockdown.

ujungnya virusnya muter2 di aja
dan di semua negara tdk menerima wni dalam waktu 2 thn","mungkin pikir pemerintah indonesia.
biarin gua enggak mau nutup akses.
toh semuanya juga deh menutup diri.
kalo semua pintu deh ketutup, berarti kan enggak ada yang keluar. mengapai capek2 lockdown.

ujungnya virusnya muter2 di aja
dan di semua negara tidak menerima wni dalam waktu 2 tahun",pikir perintah indonesia biarin nutup akses deh tutup pintu deh tutup arti kapai capek2 lockdown ujung virus muter2 negara terima wni 2
"kalo indonesia di lockdown, 
emak emak masih pada gossip ga ya di pinggir gang?","kalo di lockdown, emak emak masih pada gossip ga ya di pinggir gang?","kalo di lockdown, emak emak masih pada gossip enggak ya di pinggir gang?",lockdown emak emak gossip pinggir gang
@reestycayah @jokowi @bnpb_indonesia @kemendagri @aniesbaswedan lockdown boleh asal cahaina boleh kluar masuk,boleh asal cahaina boleh kluar masuk,boleh asal cahaina boleh keluar masuk,cahaina masuk
"@ap cc @jokowi  @setkabgoid  @pbidi  @aniesbaswedan  @kebijakananies  @dkijakarta  india aja yg penduduk nya 1,3 m total lockdown. masa indonesia enggak 🤔🤔 bcc @restichayah  @mas__piyuuu  @tofatofa_id","cc india aja yg penduduk nya 1,3 m total lockdown. masa enggak 🤔🤔 bcc","cc india saja yang penduduk nya 1,3 sama total lockdown. masa enggak 🤔🤔 bcc",cc india duduk 1 3 total lockdown bcc
indonesia kalah sama india #lockdown dasar plin-plan pemimpin negeri ini 😠😡🤬 https://t.co/6xxib6c9ga,kalah sama india #lockdown dasar plin-plan pemimpin negeri ini 😠😡🤬,kalah sama india #lockdown dasar plin-plan pemimpin negeri ini 😠😡🤬,kalah india lockdown dasar plin-plan pimpin negeri
"ayo berdoa yuk semoga indonesia tidak seperti italia. pempus ga menerapkan lockdown jadi tolong wahai manusia kita cuma bisa physical distancing, berharap kesadaran diri masing2 ya. capai nunggu kesadaran pempus -cak","ayo berdoa yuk semoga tidak seperti italia. pempus ga menerapkan jadi tolong wahai manusia kita cuma bisa physical distancing, berharap kesadaran diri masing2 ya. capai nunggu kesadaran pempus -cak","ayo berdoa yuk semoga tidak seperti italia. pempus enggak menerapkan jadi tolong wahai manusia kita cuma bisa physical distancing, berharap kesadaran diri masing-masing ya. capai menunggu kesadaran pempus -cak",ayo doa italia pempus terap tolong manusia physical distancing harap sadar capai tunggu sadar pempus -cak
"@detikcom banyak alasan. india aja dengan jumlah penduduk 4x dari kita dan jumlah penduduk miskin lebih banyak berani lockdown satu negara, masa indonesia tidak berani lockdown satu wikayah saja. https://t.co/kyuzo0murv","banyak alasan. india aja dengan jumlah penduduk 4x dari kita dan jumlah penduduk miskin lebih banyak berani satu negara, masa tidak berani satu wikayah saja.","banyak alasan. india saja dengan jumlah penduduk 4x dari kita dan jumlah penduduk miskin lebih banyak berani satu negara, masa tidak berani satu wikayah saja.",alas india duduk 4x duduk miskin berani negara berani wikayah
"@fahrihamzah klo ga diberlakuin lockdown stlh puncak wabah, penyebaran akan terus terjadi bg, krn masyarakat kita jg yg kurang concern thdp wabah ini. aplg kmrn pemerintah pamerin pasien yg sembuh. untungnya rakyat indonesia punya sifat gotong-royong.","klo ga diberlakuin stlh puncak wabah, penyebaran akan terus terjadi bg, krn masyarakat kita jg yg kurang concern thdp wabah ini. aplg kmrn pemerintah pamerin pasien yg sembuh. untungnya rakyat punya sifat gotong-royong.","kalo enggak diberlakuin setelah puncak wabah, penyebaran akan terus terjadi bg, karena masyarakat kita juga yang kurang concern terhadap wabah ini. aplg kemarin pemerintah pamerin pasien yang sembuh. untungnya rakyat punya sifat gotong-royong.",diberlakuin puncak wabah sebar bg masyarakat concern hadap wabah aplg kemarin perintah pamerin pasien sembuh untung rakyat sifat gotong-royong
tapi tingkah warganya saat lockdown kurang lebih sama dengan di indonesia. https://t.co/liicvhbrcs,tapi tingkah warganya saat kurang lebih sama dengan di indonesia.,tapi tingkah warganya saat kurang lebih sama dengan di indonesia.,tingkah warga indonesia
"india aja berani lockdown, masa indonesia tidak. https://t.co/kyuzo0murv","india aja berani lockdown, masa tidak.","india saja berani lockdown, masa tidak.",india berani lockdown
"indonesia akhirnya lockdown ga ya:)
toh udah ga bisa kemana mana juga
wong negara2 lain semua uda lockdown:):)","akhirnya ga ya:)
toh udah ga bisa kemana mana juga
wong negara2 lain semua uda lockdown:):)","akhirnya enggak ya:)
toh sudah enggak bisa kemana mana juga
wong negara2 lain semua sudah lockdown:):)",negara2 lockdown
"kecewa tidak lockdown, tapi semoga indonesia baik baik saja https://t.co/ml2ja97e2n","kecewa tidak lockdown, tapi semoga baik baik saja","kecewa tidak lockdown, tapi semoga baik baik saja",kecewa lockdown
lockdown tiap negara berbeda. kalau bener bener ketat ya bisa membantu mengurangi penyebaran covid-19. idealnya sampe zero cases lah ya biar bisa beraktivitas normal kembali. wuhan udah mulai pulih selama kurang lebih 3 bulan gelut sama covid-19. yok indonesia bisa yok.,tiap negara berbeda. kalau bener bener ketat ya bisa membantu mengurangi penyebaran covid-19. idealnya sampe zero cases lah ya biar bisa beraktivitas normal kembali. wuhan udah mulai pulih selama kurang lebih 3 bulan gelut sama covid-19. yok bisa yok.,tiap negara berbeda. kalau benar benar ketat ya bisa membantu mengurangi penyebaran covid-19. idealnya sampai zero cases lah ya biar bisa beraktivitas normal kembali. wuhan sudah mulai pulih selama kurang lebih 3 bulan gelut sama covid-19. yuk bisa yok.,negara beda ketat bantu sebar covid-19 ideal zero cases biar aktivitas normal wuhan pulih 3 gelut covid-19 yok
#lockdown.. indonesia 👍👍👍,#lockdown.. 👍👍👍,#lockdown.. 👍👍👍,lockdown
"@jokowi kepada bapak presiden yg terhormat. covid19 di indonesia sudah menyentuh angka 686 kasus, meninggal 55. apakah kita tidak perlu lockdown tiap daerah kita pak? ini sudah darurat pak sudah mau menyentuh angka 1000","kepada bapak presiden yg terhormat. covid19 di sudah menyentuh angka 686 kasus, meninggal 55. apakah kita tidak perlu tiap daerah kita pak? ini sudah darurat pak sudah mau menyentuh angka 1000","kepada bapak presiden yang terhormat. covid19 di sudah menyentuh angka 686 kasus, meninggal 55. apakah kita tidak perlu tiap daerah kita pak? ini sudah darurat pak sudah mau menyentuh angka 1000",presiden hormat covid19 sentuh angka 686 tinggal 55 daerah darurat sentuh angka 1000
"sebelum indonesia menerapkan lockdown, aku sudah di lockdown duluan olehnya :((","sebelum menerapkan lockdown, aku sudah di duluan olehnya :((","sebelum menerapkan lockdown, aku sudah di duluan olehnya :((",terap lockdown duluan
"gubernur se-indonesia dukung jokowi tak terapkan lockdown!
#sayapercayajokowi
#bersamacegahcorona
https://t.co/zo4rtyx5md",gubernur se-indonesia dukung jokowi tak terapkan,gubernur se-indonesia dukung jokowi tak terapkan,gubernur se-indonesia dukung jokowi terap
itu yg teriak2 minta indonesia lockdown apa ga ngerasa kalo hidup di negara berkembang ya? sadar woy! kita bukan negara maju!!!,itu yg teriak2 minta apa ga ngerasa kalo hidup di negara berkembang ya? sadar woy! kita bukan negara maju!!!,itu yang teriak2 meminta apa enggak merasa kalo hidup di negara berkembang ya? sadar woy! kita bukan negara maju!!!,teriak2 hidup negara kembang sadar woy negara maju
"apa tunggu banyak nya korban dan tekanan dari masyarakat untuk indonesia di lockdown , untuk pemerintah untuk cepat ambil keputusan dan masyarakat untuk sadar akam bahaya covid-19 #indonesiatanpalockdown #corona #pemerintah #jokowilemottanganicorona","apa tunggu banyak nya korban dan tekanan dari masyarakat untuk di , untuk pemerintah untuk cepat ambil keputusan dan masyarakat untuk sadar akam bahaya covid-19 #indonesiatanpalockdown #corona #pemerintah #jokowilemottanganicorona","apa tunggu banyak nya korban dan tekanan dari masyarakat untuk di , untuk pemerintah untuk cepat ambil keputusan dan masyarakat untuk sadar akam bahaya covid-19 #indonesiatanpalockdown #corona #pemerintah #jokowilemottanganicorona",tunggu korban tekan masyarakat perintah cepat ambil putus masyarakat sadar akam bahaya covid-19 indonesiatanpalockdown corona perintah jokowilemottanganicorona
@jhonnisinaga20 wong indonesia gak mampu lockdown . piye mas dokter,wong gak mampu . piye mas dokter,wong enggak mampu . piye mas dokter,piye mas dokter
"kalo indonesia lockdown,  atau jawa lock down atau jakarta lock down maka yg akan menderita adalah mereka yg dapet makan dari pendapatan harian. contoh abang becak, abang ojek, pedagang kaki lima. mereka g akan sanggup beli kebutuhan buat 2 minggu atau 1 bulan sekaligus","kalo lockdown, atau jawa lock down atau jakarta lock down maka yg akan menderita adalah mereka yg dapet makan dari pendapatan harian. contoh abang becak, abang ojek, pedagang kaki lima. mereka g akan sanggup beli kebutuhan buat 2 minggu atau 1 bulan sekaligus","kalo lockdown, atau jawa lock down atau jakarta lock down maka yang akan menderita adalah mereka yang dapat makan dari pendapatan harian. contoh abang becak, abang ojek, pedagang kaki lima. mereka enggak akan sanggup beli kebutuhan buat 2 minggu atau 1 bulan sekaligus",lockdown jawa lock down jakarta lock down derita makan contoh abang becak abang ojek dagang kaki sanggup beli butuh 2 minggu 1
@mas__piyuuu @aniesbaswedan dasar cebong dungu nooooo kalau berani ngomong sama @jokowi biar indonesia lockdown,dasar cebong dungu nooooo kalau berani ngomong sama biar,dasar cebong dungu nooooo kalau berani mengomong sama biar,dasar cebong dungu nooooo berani omong biar
"uu karantina dibuat untuk mengatasi darurat kesehatan masyarakat dan sekarang sudah terjadi kasusnya. lockdown wilayah yang sudah terjadi epidemi virus corona supaya tidak menyebar ke wilayah lain, tidak perlu lockdown seluruh indonesia... 
#covid19
#karantinawilayah https://t.co/tgzozpqf6s","uu karantina dibuat untuk mengatasi darurat kesehatan masyarakat dan sekarang sudah terjadi kasusnya. wilayah yang sudah terjadi epidemi virus corona supaya tidak menyebar ke wilayah lain, tidak perlu seluruh indonesia... #covid19
#karantinawilayah","uu karantina dibuat untuk mengatasi darurat kesehatan masyarakat dan sekarang sudah terjadi kasusnya. wilayah yang sudah terjadi epidemi virus corona supaya tidak menyebar ke wilayah lain, tidak perlu seluruh indonesia... #covid19
#karantinawilayah",uu karantina darurat sehat masyarakat wilayah epidemi virus corona sebar wilayah indonesia covid19 karantinawilayah
"indonesia memang tidak lockdown krn memang tidak ada istilah tsb dalam perundang-undangan, namun ada istilah karantina sesuai dgn uu no.6 tentang kekarantinaan kesehatan https://t.co/9g8lykavyw","memang tidak krn memang tidak ada istilah tsb dalam perundang-undangan, namun ada istilah karantina sesuai dgn uu no.6 tentang kekarantinaan kesehatan","memang tidak karena memang tidak ada istilah tersebut dalam perundang-undangan, namun ada istilah karantina sesuai dengan uu no.6 tentang kekarantinaan kesehatan",istilah undang istilah karantina sesuai uu no 6 karantina sehat
yang ingin indonesia lockdown lebih baik keluar dr indonesia. bangsa indonesia adlh bangsa yg besar yg dikaruniai berjuta pejuang membasmi covid19(corona). mari bersatu basmi corona &amp; pecundang2 serta sampah bangsa...,yang ingin lebih baik keluar dr indonesia. bangsa adlh bangsa yg besar yg dikaruniai berjuta pejuang membasmi covid19(corona). mari bersatu basmi corona &amp; pecundang2 serta sampah bangsa...,yang ingin lebih baik keluar dari indonesia. bangsa adalah bangsa yang besar yang dikaruniai berjuta pejuang membasmi covid19(corona). mari bersatu basmi corona &amp; pecundang2 serta sampah bangsa...,indonesia bangsa bangsa karunia juta juang basmi covid19 corona mari basmi corona amp pecundang2 sampah bangsa
"indonesia gabisa lockdown..ngga punya duit..
jaga kesehatan ya manteman..
jaga jarak, dirumah dulu ya sampai batas waktu yg blm bisa ditentukan 🙏","gabisa lockdown..ngga punya duit..
jaga kesehatan ya manteman..
jaga jarak, dirumah dulu ya sampai batas waktu yg blm bisa ditentukan 🙏","enggak bisa lockdown..ngga punya duit..
jaga kesehatan ya manteman..
jaga jarak, dirumah dulu ya sampai batas waktu yang belum bisa ditentukan 🙏",lockdown duit jaga sehat manteman jaga jarak rumah batas
"emang bener ya, indonesia ngga bisa lockdown total kayak di negara lain soalnya belum mampu memenuhi kebutuhan pangan warga negaranya. kalo lockdown kan makanan harus disubsidi sama pemerintah, sementara anggaran buat kasus ini ngga mencukupi. pengen nangis aku nonton ilc 😭","emang bener ya, ngga bisa total kayak di negara lain soalnya belum mampu memenuhi kebutuhan pangan warga negaranya. kalo kan makanan harus disubsidi sama pemerintah, sementara anggaran buat kasus ini ngga mencukupi. pengen nangis aku nonton ilc 😭","memang benar ya, enggak bisa total kayak di negara lain soalnya belum mampu memenuhi kebutuhan pangan warga negaranya. kalo kan makanan harus disubsidi sama pemerintah, sementara anggaran buat kasus ini enggak mencukupi. pengin menangis aku menonton ilc 😭",total negara penuh butuh pangan warga negara makan subsidi perintah anggar pengin menang tonton ilc
"minggu kemarin sempet mengulas artikel mengenai lockdown di italy. warga disana itu sama persis kayak disini, indonesia. bandel pol dan gak peduli, mereka mengganggap covid-19 itu flu dengan tingkatan yg lebih parah dan mereka berfikir petugas medis pasti merawatnya.","minggu kemarin sempet mengulas artikel mengenai di italy. warga disana itu sama persis kayak disini, indonesia. bandel pol dan gak peduli, mereka mengganggap covid-19 itu flu dengan tingkatan yg lebih parah dan mereka berfikir petugas medis pasti merawatnya.","minggu kemarin sempat mengulas artikel mengenai di italy. warga disana itu sama persis kayak disini, indonesia. bandel pol dan enggak peduli, mereka mengganggap covid-19 itu flu dengan tingkatan yang lebih parah dan mereka berpikir petugas medis pasti merawatnya.",minggu kemarin ulas artikel kena italy warga persis indonesia bandel pol peduli mengganggap covid-19 flu tingkat parah pikir tugas medis rawat
