text_asli,removed_noise,removed_alay,removed_stopwords
"@txtdaripelajar banyak yang ngeluh tentang daring ini ..padahal ada yang lebih susah dari kita yang hanyan ngeluh kuota sinyal tugas ..tk sebanding dengan perjuangan guru itu yang datang ke rmh""murid dalam keadaan kondisi lockdown
.semangat semua yang belajar daring","banyak yang ngeluh tentang daring ini ..padahal ada yang lebih susah dari kita yang hanyan ngeluh kuota sinyal tugas ..tk sebanding dengan perjuangan guru itu yang datang ke rmh""murid dalam keadaan kondisi lockdown
.semangat semua yang belajar daring","banyak yang ngeluh tentang daring ini ..padahal ada yang lebih susah dari kita yang hanyan ngeluh kuota sinyal tugas ..tk sebanding dengan perjuangan guru itu yang datang ke rmh""murid dalam keadaan kondisi lockdown
.semangat semua yang belajar daring","ngeluh daring .. susah hanyan ngeluh kuota sinyal tugas .. tk sebanding perjuangan guru rmh""murid kondisi 
 .semangat belajar daring"
"saling memendam, saling mendo’akan akan kelak dipersatukan dalam ikatan yang halal walau jauh,
•••
tag sahabatmu👬👭
tag keluargamu👨‍👩‍👧‍👦
semoga bermanfaat 🙏
•••
follow @aanabdullaah

#covid_19
#coronavirus #coronavirusupdate #lockdown #stayhome #covid19 https://t.co/r47z9nsphr","saling memendam, saling mendo’akan akan kelak dipersatukan dalam ikatan yang halal walau jauh,
•••
tag sahabatmu👬👭
tag keluargamu👨‍👩‍👧‍👦
semoga bermanfaat 🙏
•••
follow #coronavirusupdate #lockdown #stayhome #covid19","saling memendam, saling mendo’akan akan kelak dipersatukan dalam ikatan yang halal walau jauh,
•••
tag sahabatmu👬👭
tag keluargamu👨‍👩‍👧‍👦
semoga bermanfaat 🙏
•••
follow #coronavirusupdate #lockdown #stayhome #covid19","memendam , mendo’akan kelak dipersatukan ikatan halal , 
 ••• 
 tag sahabatmu 👬 👭 
 tag keluargamu 👨 ‍ 👩 ‍ 👧 ‍ 👦 
 semoga bermanfaat 🙏 
 ••• 
 follow #coronavirusupdate #lockdown #stayhome #covid19"
"tanda-tanda badan dlm ketagihan gula

-sentiasa rasa nak makan
-suka makan manis
-suka nak cuba makanan viral
-selalu hilang fokus
-setiap makanan mesti ada yang manis
-stress kalau tak dapat makanan manis
-kerap rasa nak makan waktu malam

#lockdown #tipskurus","tanda-tanda badan dlm ketagihan gula

-sentiasa rasa nak makan
-suka makan manis
-suka nak cuba makanan viral
-selalu hilang fokus
-setiap makanan mesti ada yang manis
-stress kalau tak dapat makanan manis
-kerap rasa nak makan waktu malam

#lockdown #tipskurus","tanda-tanda badan dalam ketagihan gula

-sentiasa rasa nak makan
-suka makan manis
-suka nak cuba makanan viral
-selalu hilang fokus
-setiap makanan mesti ada yang manis
-stress kalau tak dapat makanan manis
-kerap rasa nak makan waktu malam

#lockdown #tipskurus","tanda-tanda badan ketagihan gula 

 -sentiasa makan 
 -suka makan manis 
 -suka cuba makanan viral 
 -selalu hilang fokus 
 -setiap makanan mesti manis 
 -stress makanan manis 
 -kerap makan malam 

 #lockdown #tipskurus"
"lockdown
coba keluar cari suasana yang hijau dan gemericik suara air mengalir, tetapi semuanya #lockdown  jadi cuma foto-foto di hutan dan sungai.
#pacetmojokerto #trawasmojokerto #fotografia #hutanmojokerto… https://t.co/1v1iejdfpi","lockdown
coba keluar cari suasana yang hijau dan gemericik suara air mengalir, tetapi semuanya #lockdown jadi cuma foto-foto di hutan dan sungai.
#pacetmojokerto #trawasmojokerto #fotografia #hutanmojokerto…","lockdown
coba keluar cari suasana yang hijau dan gemericik suara air mengalir, tetapi semuanya #lockdown jadi cuma foto-foto di hutan dan sungai.
#pacetmojokerto #trawasmojokerto #fotografia #hutanmojokerto…","
 coba cari suasana hijau gemericik suara air mengalir , #lockdown foto-foto hutan sungai . 
 #pacetmojokerto #trawasmojokerto #fotografia #hutanmojokerto …"
"jadi dibeberapa masjid di pontianak emang udah ada yg ""lockdown"" jadi gaada adzan, sholat jamaah, ataupun lainnya.","jadi dibeberapa masjid di pontianak emang udah ada yg ""lockdown"" jadi gaada adzan, sholat jamaah, ataupun lainnya.","jadi dibeberapa masjid di pontianak memang sudah ada yang ""lockdown"" jadi enggak ada adzan, sholat jamaah, ataupun lainnya.","dibeberapa masjid pontianak "" "" adzan , sholat jamaah , ."
"https://t.co/oxmmppz269

coronavirus: wuhan zall kembali ke rumah setelah 104 hari karena lockdown

para pemain wuhan zall telah kembali secara emosional setelah menghabiskan tiga bulan terakhir dari keluarga dan teman-teman mereka.

sisi liga super cina telah melakukan perjal... https://t.co/mn7xwtqt4e","wuhan zall kembali ke rumah setelah 104 hari karena lockdown

para pemain wuhan zall telah kembali secara emosional setelah menghabiskan tiga bulan terakhir dari keluarga dan teman-teman mereka.

sisi liga super cina telah melakukan perjal...","wuhan zall kembali ke rumah setelah 104 hari karena lockdown

para pemain wuhan zall telah kembali secara emosional setelah menghabiskan tiga bulan terakhir dari keluarga dan teman-teman mereka.

sisi liga super cina telah melakukan perjal...","wuhan zall rumah 104 

 pemain wuhan zall emosional menghabiskan keluarga teman-teman . 

 sisi liga super cina perjal ..."
tidak ada negara yang melakukan lockdown berhasil memutus rantai penularan virus corona dalam 2 minggu (14 hari). semuanya diperpanjang. kemungkinan besar psbb sejumlah provinsi dan kota/kabupaten akan diperpanjang.,tidak ada negara yang melakukan berhasil memutus rantai penularan virus corona dalam 2 minggu (14 hari). semuanya diperpanjang. kemungkinan besar psbb sejumlah provinsi dan kota/kabupaten akan diperpanjang.,tidak ada negara yang melakukan berhasil memutus rantai penularan virus corona dalam 2 minggu (14 hari). semuanya diperpanjang. kemungkinan besar psbb sejumlah provinsi dan kota/kabupaten akan diperpanjang.,negara berhasil memutus rantai penularan virus corona 2 minggu ( 14 ) . diperpanjang . psbb provinsi kota / kabupaten diperpanjang .
"@katolikg soalnya udah banyak yg begini.. karena ga mau patuhi lockdown.. belum lg di bandung, 226 jemaat positif corona.. ngeri banget https://t.co/6nyqtqkp68","soalnya udah banyak yg begini.. karena ga mau patuhi lockdown.. belum lg di bandung, 226 jemaat positif corona.. ngeri banget","soalnya sudah banyak yang begini.. karena enggak mau patuhi lockdown.. belum lagi di bandung, 226 jemaat positif corona.. ngeri banget",".. patuhi .. bandung , 226 jemaat positif corona .. ngeri"
"@vlntpmno @alansuparlan lg lockdown, libur seminggu anjir 😭","lg lockdown, libur seminggu anjir 😭","lagi lockdown, libur seminggu anjir 😭",", libur seminggu anjir 😭"
"""ini waktunya kita keluar rumah dan tidur di jalan"". – bapak
https://t.co/gxv77yttdy","""ini waktunya kita keluar rumah dan tidur di jalan"". –","""ini waktunya kita keluar rumah dan tidur di jalan"". –",""" rumah tidur jalan "" . –"
"awakmu sing kenek #lockdown seminggu sambat ? , reneo tak bisiki , aku sing wes sak ulan #lockdown apakabar -_-","awakmu sing kenek #lockdown seminggu sambat ? , reneo tak bisiki , aku sing wes sak ulan #lockdown apakabar -_-","awakmu sing kenek #lockdown seminggu sambat ? , reneo tak bisiki , aku sing wes sak ulang #lockdown apakabar -_-","awakmu sing kenek #lockdown seminggu sambat ? , reneo bisiki , sing wes sak ulang #lockdown apakabar -_-"
"edisi rindu ~

c.i.n.t.a - d'bagindas (cover)
.
.
.
.
#coverindonesia 
#coverig 
#selebgram 
#bossas 
#jazzy 
#bagindas 
#ceientea
#corona 
#lockdown 
#cepatlahberakhir @ bekasi https://t.co/shk8tadoav","edisi rindu ~

c.i.n.t.a - d'bagindas (cover)
.
.
.
.
#coverindonesia #coverig #selebgram #bossas #jazzy #bagindas #ceientea
#corona #lockdown #cepatlahberakhir bekasi","edisi rindu ~

c.i.n.t.a - d'bagindas (cover)
.
.
.
.
#coverindonesia #coverig #selebgram #bossas #jazzy #bagindas #ceientea
#corona #lockdown #cepatlahberakhir bekasi","edisi rindu ~ 

 c.i.n.t.a - d'bagindas ( cover ) 
 . 
 . 
 . 
 . 
 #coverindonesia #coverig #selebgram #bossas #jazzy #bagindas #ceientea 
 #corona #lockdown #cepatlahberakhir bekasi"
@berkemaskemas wahwah cah gym. gymnya sewaktu lockdown ngga buka?,wahwah cah gym. gymnya sewaktu ngga buka?,wahwah cah gym. gymnya sewaktu enggak buka?,wahwah cah gym . gymnya buka ?
"open promo slot berlangganan💋
vcs dulu dikarenakan lockdown ! 

#openvcs
#availvcs
#vcsline
#vcsbugil
#vcsavail
#vcsreal
#vcscroot
#vcsjilbab 
#vcssangek 
#vcstrusted #realvcs
#vcsline 
#vcskuy #realangel
#realangel #vcs #vcsreal 
#recomended4bo 
#trustedbisyar 
#vcsreal","open promo slot berlangganan💋
vcs dulu dikarenakan ! #openvcs
#availvcs
#vcsline
#vcsbugil
#vcsavail
#vcsreal
#vcscroot
#vcsjilbab #vcssangek #vcstrusted #realvcs
#vcsline #vcskuy #realangel
#realangel #vcs #vcsreal #recomended4bo #trustedbisyar #vcsreal","open promo slot berlangganan💋
vcs dulu dikarenakan ! #openvcs
#availvcs
#vcsline
#vcsbugil
#vcsavail
#vcsreal
#vcscroot
#vcsjilbab #vcssangek #vcstrusted #realvcs
#vcsline #vcskuy #realangel
#realangel #vcs #vcsreal #recomended4bo #trustedbisyar #vcsreal","open promo slot berlangganan 💋 
 vcs ! #openvcs 
 #availvcs 
 #vcsline 
 #vcsbugil 
 #vcsavail 
 #vcsreal 
 #vcscroot 
 #vcsjilbab #vcssangek #vcstrusted #realvcs 
 #vcsline #vcskuy #realangel 
 #realangel #vcs #vcsreal #recomended4bo #trustedbisyar #vcsreal"
"bagaimana rasanya di tutup dan ga bisa kemana mana?
palestina

#lockdown","bagaimana rasanya di tutup dan ga bisa kemana mana?
palestina

#lockdown","bagaimana rasanya di tutup dan enggak bisa kemana mana?
palestina

#lockdown","tutup kemana ? 
 palestina 

 #lockdown"
kelamaan lockdown mah jdi nya gini😁 https://t.co/hpjvyxboba,kelamaan mah jdi nya gini😁,kelamaan mah jadi nya gini😁,gini 😁
@susipudjiastuti di malaysia juga lockdown kami bu dari tgl 18 maret sampai 28 april bu... tp byk juga rakyat yg gak berdisiplin ikut arahan kerajaan. akhirnya pemerintah malaysian turunkan tentara dan polisi bagi siapa yg tdk berdisiplin ciduk trs.,di malaysia juga kami bu dari tgl 18 maret sampai 28 april bu... tp byk juga rakyat yg gak berdisiplin ikut arahan kerajaan. akhirnya pemerintah malaysian turunkan tentara dan polisi bagi siapa yg tdk berdisiplin ciduk trs.,di malaysia juga kami bu dari tanggal 18 maret sampai 28 april bu... tapi banyak juga rakyat yang enggak berdisiplin ikut arahan kerajaan. akhirnya pemerintah malaysian turunkan tentara dan polisi bagi siapa yang tidak berdisiplin ciduk trs.,malaysia bu tanggal 18 maret 28 april bu ... rakyat berdisiplin arahan kerajaan . pemerintah malaysian turunkan tentara polisi berdisiplin ciduk trs .
kita memasuki era di mana gelar tidak menjamin kompetensi. lulusan tidak menjamin kesiapan bekerja dan berkarya. akreditasi tidak menjamin mutu. masuk kelas tidak menjamin belajar. dan lockdown nya semua orang tidak menjamin kapan virus akan cepat meninggalkan bumi.,kita memasuki era di mana gelar tidak menjamin kompetensi. lulusan tidak menjamin kesiapan bekerja dan berkarya. akreditasi tidak menjamin mutu. masuk kelas tidak menjamin belajar. dan nya semua orang tidak menjamin kapan virus akan cepat meninggalkan bumi.,kita memasuki era di mana gelar tidak menjamin kompetensi. lulusan tidak menjamin kesiapan bekerja dan berkarya. akreditasi tidak menjamin mutu. masuk kelas tidak menjamin belajar. dan nya semua orang tidak menjamin kapan virus akan cepat meninggalkan bumi.,memasuki era gelar menjamin kompetensi . lulusan menjamin kesiapan berkarya . akreditasi menjamin mutu . masuk kelas menjamin belajar . orang menjamin virus cepat meninggalkan bumi .
"@naumiiii_ @affi_mj @cnnindonesia diliburkan itu bukan jaminan, yg terpenting itu protokol pencegahanya dilaksanakan, sampe di lockdown sekalipun klo protokol pencegahanya di abaikan ya penyebaran akan tetap meluas.","diliburkan itu bukan jaminan, yg terpenting itu protokol pencegahanya dilaksanakan, sampe di sekalipun klo protokol pencegahanya di abaikan ya penyebaran akan tetap meluas.","diliburkan itu bukan jaminan, yang terpenting itu protokol pencegahanya dilaksanakan, sampai di sekalipun kalo protokol pencegahanya di abaikan ya penyebaran akan tetap meluas.","diliburkan jaminan , terpenting protokol pencegahanya dilaksanakan , protokol pencegahanya abaikan penyebaran meluas ."
"dilema pemerintah, lockdown ekonomi atau hidup mati. masyarakat mati bukan karena korona lagi, tapi imbas karena ekonomi. apakah pemerintah bisa menjamin?","dilema pemerintah, ekonomi atau hidup mati. masyarakat mati bukan karena korona lagi, tapi imbas karena ekonomi. apakah pemerintah bisa menjamin?","dilema pemerintah, ekonomi atau hidup mati. masyarakat mati bukan karena korona lagi, tapi imbas karena ekonomi. apakah pemerintah bisa menjamin?","dilema pemerintah , ekonomi hidup mati . masyarakat mati korona , imbas ekonomi . pemerintah menjamin ?"
tak lama lagi setan pulak la kena lockdown,tak lama lagi setan pulak la kena,tak lama lagi setan pula lah kena,setan kena
"@tomatbusuk1 kenaikan kasus akhir2 ini di sg disebabkan penemuan positif covid di workers dormitory, yg mana sebelum lockdown mereka tinggal berdempetan 10-12 org/room.
dormitory ini isinya foreign workers, dari bangladesh, india, dll.
karenanya, ketika satu terinfeksi, akan cepat menulari.","kenaikan kasus akhir2 ini di sg disebabkan penemuan positif covid di workers dormitory, yg mana sebelum mereka tinggal berdempetan 10-12 org/room.
dormitory ini isinya foreign workers, dari bangladesh, india, dll.
karenanya, ketika satu terinfeksi, akan cepat menulari.","kenaikan kasus akhir2 ini di sg disebabkan penemuan positif covid di workers dormitory, yang mana sebelum mereka tinggal berdempetan 10-12 org/room.
dormitory ini isinya foreign workers, dari bangladesh, india, dll.
karenanya, ketika satu terinfeksi, akan cepat menulari.","kenaikan akhir2 sg disebabkan penemuan positif covid workers dormitory , tinggal berdempetan 10 - 12 org / room . 
 dormitory isinya foreign workers , bangladesh , india , dll. 
 , terinfeksi , cepat menulari ."
@melindaaghnia emang uwu nya gak di lockdown yak kerjaan nya..,emang uwu nya gak di yak kerjaan nya..,memang uwu nya enggak di ya pekerjaan nya..,uwu pekerjaan ..
bekar hai . na koi lockdown manta hai . corona increased in maharashtra.  soch ke bhi dar lagta hai sir . india ka super power maharashtra hai. but @dgpmaharashtra strict nehi hai . mujhe lagta hai apko odisha se kuch learn karna chahiye. sir bura mat mano. 🙏 @cmomaharashtra,bekar hai . na koi manta hai . corona increased in maharashtra. soch ke bhi dar lagta hai sir . india ka super power maharashtra hai. but strict nehi hai . mujhe lagta hai apko odisha se kuch learn karna chahiye. sir bura mat mano. 🙏,bekar hai . nya koi mantan hai . corona increased ini maharashtra. soch ke bhi dar lagta hai sir . india kak super power maharashtra hai. but strict nehi hai . mujhe lagta hai apko odisha se kuch learn karena chahiye. sir bura mat mano. 🙏,bekar hai . koi mantan hai . corona increased maharashtra . soch bhi dar lagta hai sir . india kak super power maharashtra hai . but strict nehi hai . mujhe lagta hai apko odisha kuch learn chahiye . sir bura mat mano . 🙏
temen gw stres di lockdown malah jadi jamet https://t.co/u7xa5jfezq,temen gw stres di malah jadi jamet,teman gue stres di malah jadi jamet,teman stres jamet
"lockdown,  gak usah kerja dulu,  buat anak saja","lockdown, gak usah kerja dulu, buat anak saja","lockdown, enggak usah kerja dulu, buat anak saja",", kerja , anak"
"@aryprasetyo85 @my_lovenebe @teplokusumaa 6000 ya? beres? untung masih ada warung buka. seragam jamaah haji, peci haji. lah gusti.... jgn terulang dimanapun kepada siapapun, khawatir toko materai tutup lockdown.","6000 ya? beres? untung masih ada warung buka. seragam jamaah haji, peci haji. lah gusti.... jgn terulang dimanapun kepada siapapun, khawatir toko materai tutup lockdown.","6000 ya? beres? untung masih ada warung buka. seragam jamaah haji, peci haji. lah gusti.... jangan terulang dimanapun kepada siapapun, khawatir toko materai tutup lockdown.","6000 ? beres ? untung warung buka . seragam jamaah haji , peci haji . gusti .... terulang dimanapun , khawatir toko materai tutup ."
@verowena efek lockdown kah iki? wkwk 🤣🤣,efek kah iki? wkwk 🤣🤣,efek kah iki? wkwk 🤣🤣,efek kah iki ? wkwk 🤣 🤣
"disaat lockdown begini maka perbnyaklah beribadah dirumah , bagi siapa yang ingin senantiasa bersama para malaikat maka perlancarlah membaca al qur’an adapun yang membaca al qur’an dan terbata bata dan sulit atasnya bacaan tersebut maka baginya dua pahala https://t.co/ff5gan2nn4","disaat begini maka perbnyaklah beribadah dirumah , bagi siapa yang ingin senantiasa bersama para malaikat maka perlancarlah membaca al qur’an adapun yang membaca al qur’an dan terbata bata dan sulit atasnya bacaan tersebut maka baginya dua pahala","disaat begini maka perbnyaklah beribadah dirumah , bagi siapa yang ingin senantiasa bersama para malaikat maka perlancarlah membaca al qur’an adapun yang membaca al qur’an dan terbata bata dan sulit atasnya bacaan tersebut maka baginya dua pahala","disaat perbnyaklah beribadah dirumah , senantiasa malaikat perlancarlah membaca al qur’an membaca al qur’an terbata bata sulit atasnya bacaan baginya pahala"
"@susipudjiastuti 1 beliau pernah bilang telah mendatangkan jutaan obat corona
2. beliau telah melaksanakan pembagian sembako di istana dan di pinggir 2 jalan yg menyebabkan berkumpulnya massa
3. masyarakat indonesia terkenal tidak disiplin maka lockdown adalah keharusan kalau mmg menghargai nyawa","1 beliau pernah bilang telah mendatangkan jutaan obat corona
2. beliau telah melaksanakan pembagian sembako di istana dan di pinggir 2 jalan yg menyebabkan berkumpulnya massa
3. masyarakat terkenal tidak disiplin maka adalah keharusan kalau mmg menghargai nyawa","1 beliau pernah bilang telah mendatangkan jutaan obat corona
2. beliau telah melaksanakan pembagian sembako di istana dan di pinggir 2 jalan yang menyebabkan berkumpulnya massa
3. masyarakat terkenal tidak disiplin maka adalah keharusan kalau memang menghargai nyawa","1 beliau bilang jutaan obat corona 
 2 . beliau melaksanakan pembagian sembako istana pinggir 2 jalan menyebabkan berkumpulnya massa 
 3 . masyarakat terkenal disiplin keharusan menghargai nyawa"
@ril_nasution @tjaptigadewa @memefess aku ada liat di tv masyarakatnya demo minta situasi lockdown dicabut mik,aku ada liat di tv masyarakatnya demo minta situasi dicabut mik,aku ada lihat di tv masyarakatnya demo meminta situasi dicabut mik,lihat tv masyarakatnya demo situasi dicabut mik
"indonesia #lockdown jadi aku ready #vcs juga ya say. #purwakarta langsung dm
#expopurwakarta
#openbopurwakarta
#availpurwakarta
#trustedbo
#realangels 
#infobisyar
#infobispak
#bispakpurwakarta
#bisyarpurwakarta
#lendirpurwakarta
#pijatplusplus
#trustedangel 
#recommended4bo https://t.co/uuipnpwgii","#lockdown jadi aku ready #vcs juga ya say. #purwakarta langsung dm
#expopurwakarta
#openbopurwakarta
#availpurwakarta
#trustedbo
#realangels #infobisyar
#infobispak
#bispakpurwakarta
#bisyarpurwakarta
#lendirpurwakarta
#pijatplusplus
#trustedangel #recommended4bo","#lockdown jadi aku ready #vcs juga ya say. #purwakarta langsung dm
#expopurwakarta
#openbopurwakarta
#availpurwakarta
#trustedbo
#realangels #infobisyar
#infobispak
#bispakpurwakarta
#bisyarpurwakarta
#lendirpurwakarta
#pijatplusplus
#trustedangel #recommended4bo","#lockdown ready #vcs . #purwakarta langsung dm 
 #expopurwakarta 
 #openbopurwakarta 
 #availpurwakarta 
 #trustedbo 
 #realangels #infobisyar 
 #infobispak 
 #bispakpurwakarta 
 #bisyarpurwakarta 
 #lendirpurwakarta 
 #pijatplusplus 
 #trustedangel #recommended4bo"
"@miskiy28 jika benar lockdown meningkatkan infeksi, seharusnya local transmission di luar dormitory juga meningkat. faktanya, malah menurun. itu sebabnya asumsi infeksi di dalam dormitory sudah terjadi sebelum lockdown, hanya baru terdeteksi sekarang.
lockdown itu artinya ga boleh ngumpul.","jika benar meningkatkan infeksi, seharusnya local transmission di luar dormitory juga meningkat. faktanya, malah menurun. itu sebabnya asumsi infeksi di dalam dormitory sudah terjadi sebelum lockdown, hanya baru terdeteksi sekarang.
lockdown itu artinya ga boleh ngumpul.","jika benar meningkatkan infeksi, seharusnya local transmission di luar dormitory juga meningkat. faktanya, malah menurun. itu sebabnya asumsi infeksi di dalam dormitory sudah terjadi sebelum lockdown, hanya baru terdeteksi sekarang.
lockdown itu artinya enggak boleh ngumpul.","meningkatkan infeksi , local transmission dormitory meningkat . faktanya , menurun . asumsi infeksi dormitory , terdeteksi . 
 ngumpul ."
@jiantatum nnt klo udh selesai lockdown nya kita ketemu 🤗btw mksh sayang iyang❤️✨,nnt klo udh selesai nya kita ketemu 🤗btw mksh sayang iyang❤️✨,nanti kalo sudah selesai nya kita ketemu 🤗btw terima kasih sayang iyang❤️✨,selesai ketemu 🤗 btw terima kasih sayang iyang ❤ ️ ✨
"tiap tiap desa tiap-tiap gang banyak tulisan ""lockdown"" ""physical distancing"" #dirumahaja tapi bergerombol org banyak di depan gang sambil main remi apa bedanya 🤪","tiap tiap desa tiap-tiap gang banyak tulisan ""lockdown"" ""physical distancing"" #dirumahaja tapi bergerombol org banyak di depan gang sambil main remi apa bedanya 🤪","tiap tiap desa tiap-tiap gang banyak tulisan ""lockdown"" ""physical distancing"" #dirumahaja tapi bergerombol orang banyak di depan gang sambil main remi apa bedanya 🤪","desa tiap-tiap gang tulisan "" "" "" physical distancing "" #dirumahaja bergerombol orang gang main remi bedanya 🤪"
"lockdown lokal (di kampung) ini kadang bikin gemes sendiri. niatnya sih utk membatasi interaksi dgn org luar. tapi kenyatannya, yg didalem masih haha hihi haha hihi bersama","lokal (di kampung) ini kadang bikin gemes sendiri. niatnya sih utk membatasi interaksi dgn org luar. tapi kenyatannya, yg didalem masih haha hihi haha hihi bersama","lokal (di kampung) ini kadang bikin gemas sendiri. niatnya sih untuk membatasi interaksi dengan orang luar. tapi kenyatannya, yang didalem masih haha hihi haha hihi bersama","lokal ( kampung ) kadang bikin gemas . niatnya membatasi interaksi orang . kenyatannya , didalem haha hihi haha hihi"
"lockdown gabisa bikin orang buat stay dirumah, mungkin begal bisa. ya pada intinya stay safe buat kalian semua, jangan kemana mana kalau ngerasa ga terlalu penting.","gabisa bikin orang buat stay dirumah, mungkin begal bisa. ya pada intinya stay safe buat kalian semua, jangan kemana mana kalau ngerasa ga terlalu penting.","enggak bisa bikin orang buat stay dirumah, mungkin begal bisa. ya pada intinya stay safe buat kalian semua, jangan kemana mana kalau merasa enggak terlalu penting.","bikin orang stay dirumah , begal . intinya stay safe , kemana ."
"sudah kow di lockdown jadi tambah lebar kow

karena kebanyakan makan","sudah kow di jadi tambah lebar kow

karena kebanyakan makan","sudah kow di jadi tambah lebar kow

karena kebanyakan makan","kow lebar kow 

 kebanyakan makan"
