text_asli,removed_noise,removed_alay,removed_stopwords
"kalau samarinda lockdown, tugboat stop sementara, pesut kalimantan pada bisa mampir ke sungai mahakam kota gk yaa ? 😌","kalau samarinda lockdown, tugboat stop sementara, pesut kalimantan pada bisa mampir ke sungai mahakam kota gk yaa ? 😌","kalau samarinda lockdown, tugboat stop sementara, pesut kalimantan pada bisa mampir ke sungai mahakam kota enggak ya ? 😌","samarinda , tugboat stop , pesut kalimantan mampir sungai mahakam kota ? 😌"
"@fadlizon konteksnya arus carier virus dari jakarta ke daerah2, gak usah nyangkal! gak cape debat istilah? kemaren debatin istilah lockdown lah, gak maju2 klo ngeles meluluk pake penyangkalan istilah jonn! awokwokwokwokwokwokwok","konteksnya arus carier virus dari jakarta ke daerah2, gak usah nyangkal! gak cape debat istilah? kemaren debatin istilah lah, gak maju2 klo ngeles meluluk pake penyangkalan istilah jonn! awokwokwokwokwokwokwok","konteksnya arus carier virus dari jakarta ke daerah2, enggak usah nyangkal! enggak capek debat istilah? kemarin debatin istilah lah, enggak maju2 kalo ngeles meluluk pakai penyangkalan istilah jonn! awokwokwokwokwokwokwok","konteksnya arus carier virus jakarta daerah2 , nyangkal ! capek debat istilah ? kemarin debatin istilah , maju2 ngeles meluluk pakai penyangkalan istilah jonn ! awokwokwokwokwokwokwok"
"@trans7 @jokowi inggris nambah lockdown 3 minggu, italia gagal di awal lock down karena masyarakat gak disiplin, saat ini setelah masyarakat disiplin cukup berhasil","inggris nambah 3 minggu, italia gagal di awal lock down karena masyarakat gak disiplin, saat ini setelah masyarakat disiplin cukup berhasil","inggris menambah 3 minggu, italia gagal di awal lock down karena masyarakat enggak disiplin, saat ini setelah masyarakat disiplin cukup berhasil","inggris menambah 3 minggu , italia gagal lock down masyarakat disiplin , masyarakat disiplin berhasil"
"@diajeng_el ini di brunai, cateringnya lagi lockdown dulu.. jadi terima orderan ngga boleh banyak dulu.. nanti didenda l00 juta 🙏🙏dipenjara 6 bulan 🙏🙏","ini di brunai, cateringnya lagi dulu.. jadi terima orderan ngga boleh banyak dulu.. nanti didenda l00 juta 🙏🙏dipenjara 6 bulan 🙏🙏","ini di brunai, cateringnya lagi dulu.. jadi terima orderan enggak boleh banyak dulu.. nanti didenda l00 juta 🙏🙏dipenjara 6 bulan 🙏🙏","brunai , cateringnya .. terima orderan .. didenda l00 juta 🙏 🙏 dipenjara 6 🙏 🙏"
"besok puasa, apakah akan menjadi godin pertama wkwkwkw, pagi kalian para manusia lockdown","besok puasa, apakah akan menjadi godin pertama wkwkwkw, pagi kalian para manusia","besok puasa, apakah akan menjadi godin pertama wkwkwkw, pagi kalian para manusia","besok puasa , godin wkwkwkw , pagi manusia"
"indonesia menetapkan psbb dalam wabah #corona #covidー19.  
blm ada yg berhasil dg sistem lockdown. smg langkah #negara #pemerintah #indonesiamelawancovid19
berhasil sambil #berdoa.

jokowi: coba tunjukkan negara mana yang lockdown berhasil atasi corona? https://t.co/ktw0gxmraj","menetapkan psbb dalam wabah #corona #covidー19. blm ada yg berhasil dg sistem lockdown. smg langkah #negara #pemerintah #indonesiamelawancovid19
berhasil sambil #berdoa.

jokowi: coba tunjukkan negara mana yang berhasil atasi corona?","menetapkan psbb dalam wabah #corona #covidー19. belum ada yang berhasil dengan sistem lockdown. semoga langkah #negara #pemerintah #indonesiamelawancovid19
berhasil sambil #berdoa.

jokowi: coba tunjukkan negara mana yang berhasil atasi corona?","menetapkan psbb wabah #corona #covidー19 . berhasil sistem . semoga langkah #negara #pemerintah #indonesiamelawancovid19 
 berhasil #berdoa . 

 jokowi : coba tunjukkan negara berhasil atasi corona ?"
baru sadar selama lockdown corona jadi sering brantem ga jelas.,baru sadar selama corona jadi sering brantem ga jelas.,baru sadar selama corona jadi sering berantem enggak jelas.,sadar corona berantem .
"kata lockdown tdk ada diperaturan pemerintah, adanya kata psbb.
psbb itu lockdown.
jangan lupa sholat.🙏","kata tdk ada diperaturan pemerintah, adanya kata psbb.
psbb itu lockdown.
jangan lupa sholat.🙏","kata tidak ada diperaturan pemerintah, adanya kata psbb.
psbb itu lockdown.
jangan lupa sholat.🙏","diperaturan pemerintah , psbb . 
 psbb . 
 lupa sholat . 🙏"
"@supraqim @jokowi india 🇮🇳 kabar terakhir memperpanjang lagi lockdown nya, setelah 21 hari ditambah lagi 20 hari. hasilnya masih perlu ditunggu.","india 🇮🇳 kabar terakhir memperpanjang lagi nya, setelah 21 hari ditambah lagi 20 hari. hasilnya masih perlu ditunggu.","india 🇮🇳 kabar terakhir memperpanjang lagi nya, setelah 21 hari ditambah lagi 20 hari. hasilnya masih perlu ditunggu.","india 🇮 🇳 kabar memperpanjang , 21 ditambah 20 . hasilnya ditunggu ."
"@matanajwa @jokowi dah paham kenapa psbb, bukannya lockdown? uenake😇","dah paham kenapa psbb, bukannya lockdown? uenake😇","deh paham kenapa psbb, bukannya lockdown? uenake😇","deh paham psbb , ? uenake 😇"
"malaysia lockdown, petani kelapa sawit indonesia tersenyum lebar #ngeblogdirumah https://t.co/9nitk5afrp","malaysia lockdown, petani kelapa sawit tersenyum lebar #ngeblogdirumah","malaysia lockdown, petani kelapa sawit tersenyum lebar #ngeblogdirumah","malaysia , petani kelapa sawit tersenyum lebar #ngeblogdirumah"
"@trans7 @jokowi bukannya kita semi lockdown, si wuhan itu ngak berhasil dong..","bukannya kita semi lockdown, si wuhan itu ngak berhasil dong..","bukannya kita semi lockdown, sih wuhan itu enggak berhasil dong..","semi , wuhan berhasil .."
@pideksoroyo1 @detikcom @jokowi baru psbb aja byk yg langgar apalagi lockdown..setuju dgn pendapat pak jokowi..,baru psbb aja byk yg langgar apalagi lockdown..setuju dgn pendapat pak jokowi..,baru psbb saja banyak yang langgar apalagi lockdown..setuju dengan pendapat pak jokowi..,psbb langgar .. setuju pendapat jokowi ..
"@le_roslina @cnnindonesia krn pemerintah pusat g ada uang mba buat kasih mkn rakyatnya, pdhl lockdown lbh hemat.","krn pemerintah pusat g ada uang mba buat kasih mkn rakyatnya, pdhl lbh hemat.","karena pemerintah pusat enggak ada uang mbak buat kasih makin rakyatnya, padahal lebih hemat.","pemerintah pusat uang mbak kasih rakyatnya , hemat ."
lainkali wawancara pak luhut aja lah mba @matanajwa mungkin beliau tau negara mana yang berhasil lockdown dan mengurangi beban negara. setau saya hanya korsel dan islandia saja yang tidak mengambil langkah lockdown tapi melakukan rapid test dan tracing secara masif dan tepat 🙏 https://t.co/osfo4bolwu,lainkali wawancara pak luhut aja lah mba mungkin beliau tau negara mana yang berhasil dan mengurangi beban negara. setau saya hanya korsel dan islandia saja yang tidak mengambil langkah tapi melakukan rapid test dan tracing secara masif dan tepat 🙏,lainkali wawancara pak luhut saja lah mbak mungkin beliau tau negara mana yang berhasil dan mengurangi beban negara. setau saya hanya korsel dan islandia saja yang tidak mengambil langkah tapi melakukan rapid test dan tracing secara masif dan tepat 🙏,lainkali wawancara luhut mbak beliau tau negara berhasil mengurangi beban negara . setau korsel islandia mengambil langkah rapid test tracing masif 🙏
manusia lockdown. alam penyegaran. https://t.co/kmuj3vqbck,manusia lockdown. alam penyegaran.,manusia lockdown. alam penyegaran.,manusia . alam penyegaran .
"lain kali kalo gabut gak usah kucing kucing (bhs. jepang). udah biasa aja. pake pamit. lu gak tau lockdown ampe januari 2021?

gabutkan lu. nicooo nicoo","lain kali kalo gabut gak usah kucing kucing (bhs. jepang). udah biasa aja. pake pamit. lu gak tau ampe januari 2021?

gabutkan lu. nicooo nicoo","lain kali kalo gabut enggak usah kucing kucing (bhs. jepang). sudah biasa aja. pakai pamit. lu enggak tau sampai januari 2021?

gabutkan lu. nicooo nicoo","kali gabut kucing kucing ( bhs . jepang ) . . pakai pamit . tau januari 2021 ? 

 gabutkan . nicooo nicoo"
@ochidtalks ngakak ajha sebelum ngakak itu di lockdown 😁,ngakak ajha sebelum ngakak itu di 😁,mengakak saja sebelum mengakak itu di 😁,mengakak mengakak 😁
"lah di lockdown aja butuh waktu untuk melawan corona, lah apa lagi kite yg kaga lockdown2 n pemerintahnya kaga tegas alias plin plin. bikin senewen bae sih...hadeeeeh😩 https://t.co/xixthzittb","lah di aja butuh waktu untuk melawan corona, lah apa lagi kite yg kaga lockdown2 n pemerintahnya kaga tegas alias plin plin. bikin senewen bae sih...hadeeeeh😩","lah di saja butuh waktu untuk melawan corona, lah apa lagi kita yang kagak lockdown2 n pemerintahnya kagak tegas alias plin plin. bikin senewen bae sih...hadeeeeh😩","butuh melawan corona , lockdown2 n pemerintahnya alias plin plin . bikin senewen bae ... hadeeeeh 😩"
"@adji2912 @silitongaefraim @wondo_shati @mardanialisera bgana sy mau mudeng. sebagai org yg paham kesehatan saja sy bingung, masalah virus dibikin lelucon selama bulan januari - februari oleh jajaran pemerintahan. sikap protektif semacam pencegahan tdk kelihatan. kite teriak lockdown karena sudh biaa kebaca bgmana pergerakan wabah ini","bgana sy mau mudeng. sebagai org yg paham kesehatan saja sy bingung, masalah virus dibikin lelucon selama bulan januari - februari oleh jajaran pemerintahan. sikap protektif semacam pencegahan tdk kelihatan. kite teriak karena sudh biaa kebaca bgmana pergerakan wabah ini","bgana saya mau mudeng. sebagai orang yang paham kesehatan saja saya bingung, masalah virus dibikin lelucon selama bulan januari - februari oleh jajaran pemerintahan. sikap protektif semacam pencegahan tidak kelihatan. kita teriak karena sudah biaa kebaca bagaimana pergerakan wabah ini","bgana mudeng . orang paham kesehatan bingung , virus dibikin lelucon januari - februari jajaran pemerintahan . sikap protektif pencegahan . teriak biaa kebaca pergerakan wabah"
"@aryan_vyerdi @detikcom mau diskusi bang, tapi memang kalau ga di lockdown kita bakalan mampu menanggung konseskuensinya bang?","mau diskusi bang, tapi memang kalau ga di kita bakalan mampu menanggung konseskuensinya bang?","mau diskusi bang, tapi memang kalau enggak di kita bakalan mampu menanggung konseskuensinya bang?","diskusi bang , menanggung konseskuensinya bang ?"
@sagirl16_ lu di lockdown jg sm bapak lu dirumah?,lu di jg sm bapak lu dirumah?,lu di juga sama bapak lu dirumah?,dirumah ?
"@detikcom @susipudjiastuti kurang briefing atuh pak
https://t.co/bqsdwc3yzb",kurang briefing atuh,kurang briefing atuh,briefing atuh
@putra_dakunde @detikcom @jokowi korut mah ga lockdown. dia emang udah lockdown dari awal. wkwkwk,korut mah ga lockdown. dia emang udah dari awal. wkwkwk,korut mah enggak lockdown. dia memang sudah dari awal. wkwkwk,korut . . wkwkwk
"bacaannya komik naruto
guru spiritualnya nuril arifin
sumber informasinya buzzerrp ++
motivatornya budiman sudjatmiko
kalau sakit berobatnya ke dokter hewan indro cahyono jokowi: coba tunjukkan negara mana yang lockdown berhasil atasi corona? https://t.co/gc1vfjh6k5","bacaannya komik naruto
guru spiritualnya nuril arifin
sumber informasinya buzzerrp ++
motivatornya budiman sudjatmiko
kalau sakit berobatnya ke dokter hewan indro cahyono jokowi: coba tunjukkan negara mana yang berhasil atasi corona?","bacaannya komik naruto
guru spiritualnya nuril arifin
sumber informasinya buzzerrp ++
motivatornya budiman sudjatmiko
kalau sakit berobatnya ke dokter hewan indro cahyono jokowi: coba tunjukkan negara mana yang berhasil atasi corona?","bacaannya komik naruto 
 guru spiritualnya nuril arifin 
 sumber informasinya buzzerrp + + 
 motivatornya budiman sudjatmiko 
 sakit berobatnya dokter hewan indro cahyono jokowi : coba tunjukkan negara berhasil atasi corona ?"
@afrikosyam @detikcom psbb bukan lockdown. mengurangi orang yg berkerumunan aja.,psbb bukan lockdown. mengurangi orang yg berkerumunan aja.,psbb bukan lockdown. mengurangi orang yang berkerumunan aja.,psbb . mengurangi orang berkerumunan .
"@ahmadmubarok198 @barthosihombing @kompascom setidaknya kita bisa mencontoh korea selatan yang tidak lamban

https://t.co/a0g0dkkmo0",setidaknya kita bisa mencontoh korea selatan yang tidak,setidaknya kita bisa mencontoh korea selatan yang tidak,mencontoh korea selatan
"jokowi: jika jakarta lockdown, habis duit rp550 miliar per hari https://t.co/a7vzzoux2f https://t.co/snch31wue7","jokowi: jika jakarta lockdown, habis duit rp550 miliar per hari","jokowi: jika jakarta lockdown, habis duit rp550 miliar per hari","jokowi : jakarta , habis duit rp550 miliar"
@matanajwa @jokowi ternyata beda nya hanya di waktu saja..jd khusus lebaran namanya mudik..diluar lebaran namanya pulang kampung krn keluarganya ad di kampung...ini persis spt istilah karantina beda dg lockdown versi @mohmahfudmd ...apkh ini artinya tingkat kecerdasan bangsa naik atau malah turun??,ternyata beda nya hanya di waktu saja..jd khusus lebaran namanya mudik..diluar lebaran namanya pulang kampung krn keluarganya ad di kampung...ini persis spt istilah karantina beda dg versi ...apkh ini artinya tingkat kecerdasan bangsa naik atau malah turun??,ternyata beda nya hanya di waktu saja..jd khusus lebaran namanya mudik..diluar lebaran namanya pulang kampung karena keluarganya ada di kampung...ini persis seperti istilah karantina beda dengan versi ...apkh ini artinya tingkat kecerdasan bangsa naik atau malah turun??,beda .. jd khusus lebaran namanya mudik .. diluar lebaran namanya pulang kampung keluarganya kampung ... persis istilah karantina beda versi ... apkh tingkat kecerdasan bangsa turun ? ?
"@detikcom @susipudjiastuti ealah jalok lockdown, dikon stay at home we do mblayang.
ojo ming nyalahke pemerintah, ngoco cok!","ealah jalok lockdown, dikon stay at we do mblayang.
ojo ming nyalahke pemerintah, ngoco cok!","ealah jalok lockdown, dikon stay at we di mblayang.
ojo ming nyalahke pemerintah, ngoco cok!","ealah jalok , dikon stay at we mblayang . 
 ojo ming nyalahke pemerintah , ngoco cok !"
"@azmimuchamad aku yo wes niat ngunu. sek tak tutukne laknu. pumpung setan urung di lockdown. dadi lak aku salah, sek iso nyalahne setan.","aku yo wes niat ngunu. sek tak tutukne laknu. pumpung setan urung di lockdown. dadi lak aku salah, sek iso nyalahne setan.","aku ya wes niat ngunu. sek tak tutukne laknu. pumpung setan urung di lockdown. dadi lak aku salah, sek iso nyalahne setan.","wes niat ngunu . sek tutukne laknu . pumpung setan urung . dadi lak salah , sek iso nyalahne setan ."
"jam tidur diperbaiki yaa,jangan gara2 lockdown tidurnya dini hari https://t.co/sgvtedccqk","jam tidur diperbaiki yaa,jangan gara2 tidurnya dini hari","jam tidur diperbaiki yaa,jangan gara-gara tidurnya dini hari","jam tidur diperbaiki yaa , gara-gara tidurnya"
"@detikcom @susipudjiastuti indo itu gdp nya rendah daripada negara sebelah, jadi kalo di lockdown ya bisa-bisa ekonomi bener-bener ancur banget. nah ini yang jadi perdebatan kan, antara nyawa atau ekonomi. realitas aja kalian pasti pengen idup tapi punya uang kan. susah memang","indo itu gdp nya rendah daripada negara sebelah, jadi kalo di ya bisa-bisa ekonomi bener-bener ancur banget. nah ini yang jadi perdebatan kan, antara nyawa atau ekonomi. realitas aja kalian pasti pengen idup tapi punya uang kan. susah memang","indonesia itu gdp nya rendah daripada negara sebelah, jadi kalo di ya bisa-bisa ekonomi bener-bener hancur banget. nah ini yang jadi perdebatan kan, antara nyawa atau ekonomi. realitas saja kalian pasti pengin hidup tapi punya uang kan. susah memang","gdp rendah negara sebelah , - ekonomi bener - bener hancur . perdebatan , nyawa ekonomi . realitas pengin hidup uang . susah"
"tolong tunjukan negara mana yg terkena wabah tdk melakukan lockdown , kematian kecil , ekonomi sehat ... enggak ada menurut gue kata seorang rakyat https://t.co/dlitecncz0","tolong tunjukan negara mana yg terkena wabah tdk melakukan , kematian kecil , ekonomi sehat ... enggak ada menurut gue kata seorang rakyat","tolong tunjukkan negara mana yang terkena wabah tidak melakukan , kematian kecil , ekonomi sehat ... enggak ada menurut gue kata seorang rakyat","tolong tunjukkan negara terkena wabah , kematian , ekonomi sehat ... rakyat"
"@matanajwa @jokowi sukanya bermain kata2 yang tidak perlu..
gak mau lockdown, gak karantina, pakai psbb..
bukan mudik, tapi pulang kampung..
mungkin biasa ngisi tts..","sukanya bermain kata2 yang tidak perlu..
gak mau lockdown, gak karantina, pakai psbb..
bukan mudik, tapi pulang kampung..
mungkin biasa ngisi tts..","sukanya bermain kata-kata yang tidak perlu..
gak mau lockdown, enggak karantina, pakai psbb..
bukan mudik, tapi pulang kampung..
mungkin biasa ngisi tts..","sukanya bermain kata-kata .. 
 , karantina , pakai psbb .. 
 mudik , pulang kampung .. 
 ngisi tts .."
"revisi tweet pertama: ""tidak ada negara yang sukses melawan covid-19 dengan lockdown""","revisi tweet pertama: ""tidak ada negara yang sukses melawan covid-19 dengan lockdown""","revisi tweet pertama: ""tidak ada negara yang sukses melawan covid-19 dengan lockdown""","revisi tweet : "" negara sukses melawan covid - 19 """
