text_asli,removed_noise,removed_alay,removed_stopwords
aku je ke yg pasang lagu raya di masa2 work from home nih🤣.. 78 org data kenaikan gaji to go.. due 30/4.. hurmm .. harap dpt kejar.. klu xpat maaf zahir batin ek..,aku je ke yg pasang lagu raya di masa2 nih🤣.. 78 org data kenaikan gaji to go.. due 30/4.. hurmm .. harap dpt kejar.. klu xpat maaf zahir batin ek..,aku je ke yang pasang lagu raya di masa-masa nih🤣.. 78 orang data kenaikan gaji tapi go.. due 30/4.. hurmm .. harap dapat kejar.. kalau xpat maaf zahir batin ek..,je pasang lagu raya masa-masa 🤣 .. 78 orang data kenaikan gaji go .. due 30 / 4 .. hurmm .. harap kejar .. xpat maaf zahir batin ek ..
"work from home nih tak seindah yang dibayangkan. tapi mungkin sebab pkp, tak boleh ke mana-mana langsung, mental block lagi kuat. i'm easily stressed out right now. 😴","nih tak seindah yang dibayangkan. tapi mungkin sebab pkp, tak boleh ke mana-mana langsung, mental block lagi kuat. i'm easily stressed out right now. 😴","nih tak seindah yang dibayangkan. tapi mungkin sebab pkp, tak boleh ke mana-mana langsung, mental block lagi kuat. i'm easily stressed out right now. 😴","seindah dibayangkan . pkp , mana-mana langsung , mental block kuat . i'm easily stressed out right now . 😴"
"i think bisa work from home, dirumahaja, dan bengong-bengong di rumah aja in this pandemi tanpa khawatir dan mikir bisa makan apa kagak besok such a privileged...","i think bisa home, dirumahaja, dan bengong-bengong di rumah aja in this pandemi tanpa khawatir dan mikir bisa makan apa kagak besok such a privileged...","i think bisa home, dirumahaja, dan bengong-bengong di rumah saja ini this pandemi tanpa khawatir dan mikir bisa makan apa kagak besok such a privileged...","i think , dirumahaja , bengong - bengong rumah this pandemi khawatir mikir makan besok such a privileged ..."
"rt @ismailfahmi: @roisnahrudin1 nah ini maksudnya bang. 
supaya kita waspada dan lebih serius:
- work from home
- cuci tangan
- pake masker…","nah ini maksudnya bang. supaya kita waspada dan lebih serius:
- home
- cuci tangan
- pake masker…","nah ini maksudnya bang. supaya kita waspada dan lebih serius:
- home
- cuci tangan
- pakai masker…","maksudnya bang . waspada serius : 
 - 
 - cuci tangan 
 - pakai masker …"
"@mra_93 work from home lagi lah, ado jah kijo meeting ikut microsoft team sokmo.lepas meeting sambung tido hahah","lagi lah, ado jah kijo meeting ikut microsoft team sokmo.lepas meeting sambung tido hahah","lagi lah, ado jah kijo meeting ikut microsoft team sokmo.lepas meeting sambung tido hahah",", ado jah kijo meeting microsoft team sokmo.lepas meeting sambung tido hahah"
"@indih0me @tretanmuslim @indihome kasian yg pada work from home pake indihome , giliran dibutuhkan warga bumi malah letoy :(","kasian yg pada pake indihome , giliran dibutuhkan warga bumi malah letoy :(","kasihan yang pada pakai indihome , giliran dibutuhkan warga bumi malah letoy :(","kasihan pakai indihome , giliran dibutuhkan warga bumi letoy :("
@tinaamr_ namanya juga work from home beb,namanya juga beb,namanya juga beb,namanya beb
"maaf banget kuota dikit dan masanya bentar banget, tapi semoga cukup membantu kalian terutama yg lagi sekolah/ kuliah/ work from home😄🤗","maaf banget kuota dikit dan masanya bentar banget, tapi semoga cukup membantu kalian terutama yg lagi sekolah/ kuliah/ home😄🤗","maaf banget kuota dikit dan masanya bentar banget, tapi semoga cukup membantu kalian terutama yang lagi sekolah/ kuliah/ home😄🤗","maaf kuota dikit masanya bentar , semoga membantu sekolah/ kuliah/ 😄 🤗"
@faninos @thicc_book dari tadi kepalaku mikir kepanjangan whtf itu work (from) home the fvck,dari tadi kepalaku mikir kepanjangan whtf itu (from) the fvck,dari tadi kepalaku mikir kepanjangan whtf itu (from) the fvck,kepalaku mikir kepanjangan whtf ( ) the fvck
lepas ni term baru dlm employment akan ada “gaji separuh jika terpaksa work from home” 🤣just opinion ja,lepas ni term baru dlm employment akan ada “gaji separuh jika terpaksa home” 🤣just opinion ja,lepas nih term baru dalam employment akan ada “gaji separuh jika terpaksa home” 🤣just opinion saja,lepas term employment “ gaji separuh terpaksa ” 🤣 just opinion
"@remyrsln kerja pun tak, work from home pun tak. haha. line construction ni nak buat kerja apa je bila duduk rumah? layan master jela 😅","kerja pun tak, pun tak. haha. line construction ni nak buat kerja apa je bila duduk rumah? layan master jela 😅","kerja pun tak, pun tak. haha. line construction nih nak buat kerja apa je bila duduk rumah? layan master jela 😅","kerja , . haha . line construction kerja je duduk rumah ? layan master jela 😅"
"rt @rickypesik: boss-boss sekalian...

ayo jangan cuma work from home aja, tapi work for home juga.

alias... nyapu, ngepel, cuci piring, c…","boss-boss sekalian...

ayo jangan cuma aja, tapi for juga.

alias... nyapu, ngepel, cuci piring, c…","boss-boss sekalian...

ayo jangan cuma aja, tapi for juga.

alias... nyapu, ngepel, cuci piring, c…","boss - boss ... 

 ayo , for . 

 alias ... nyapu , ngepel , cuci piring , c …"
"@unifi report problem , take more than 1 week baru respond.. end up bagitau problem kabel dalam rumah.. senang la boleh guna excuse technician x boleh masuk rumah utk utk resolve the problem.. 
so how about us yg work from home guna wifi?? how about our bil?? 
x efficient lgsg..!","report problem , take more than 1 week baru respond.. end up bagitau problem kabel dalam rumah.. senang la boleh guna excuse technician x boleh masuk rumah utk utk resolve the problem.. so how about us yg guna wifi?? how about our bil?? x efficient lgsg..!","report problem , take more tahan 1 wig baru respond.. end up bagitau problem kabel dalam rumah.. senang lah boleh guna excuse technician kali boleh masuk rumah untuk untuk resolve the problem.. sok how about us yang guna wifi?? how about our bil?? kali efficient lgsg..!","report problem , take more tahan 1 wig respond .. end up bagitau problem kabel rumah .. senang excuse technician kali masuk rumah resolve the problem .. sok how about us wifi ? ? how about our bil ? ? kali efficient lgsg .. !"
@ajjh_mamat nyioem teh naon pak? masih aktif nganter2 ga sih pak? saya full work from home nih hehehe,nyioem teh naon pak? masih aktif nganter2 ga sih pak? saya full nih hehehe,nyioem teh naon pak? masih aktif nganter2 enggak sih pak? saya full nih hehehe,nyioem teh naon ? aktif nganter2 ? full hehehe
@chentadewberry tu la. tambah lagi 2 minggu ni. pening duduk rumah dah. hahaha. work from home jugak ka?,tu la. tambah lagi 2 minggu ni. pening duduk rumah dah. hahaha. jugak ka?,itu la. tambah lagi 2 minggu ni. pening duduk rumah dah. hahaha. juga ka?,la . 2 minggu . pening duduk rumah . hahaha . ka ?
"ada kabar konsperesyeen dan cocoklogi, di saat kita work from home disana lah server kita di pantau, kesempatan buat beberapa oknum menggali database sebuah perusahaan. hmmmm","ada kabar konsperesyeen dan cocoklogi, di saat kita disana lah server kita di pantau, kesempatan buat beberapa oknum menggali database sebuah perusahaan. hmmmm","ada kabar konsperesyeen dan cocoklogi, di saat kita disana lah server kita di pantau, kesempatan buat beberapa oknum menggali database sebuah perusahaan. hmmmm","kabar konsperesyeen cocoklogi , disana server pantau , kesempatan oknum menggali database perusahaan . hmmmm"
rupanya dah lama aku work from home. tak perasan 😂,rupanya dah lama aku home. tak perasan 😂,rupanya deh lama aku home. tak perasan 😂,deh . perasan 😂
@jijinkurnia dewa poker work from home yg sebenarnya haha,dewa poker yg sebenarnya haha,dewa poker yang sebenarnya haha,dewa poker haha
"work from home punya pasal, tak pasal-2 kena cop scammer sebab whatsapp &amp; call cust. tak pernah lagi dalam hidup saya orang panggil saya scammer bang. 😐","punya pasal, tak pasal-2 kena cop scammer sebab whatsapp &amp; call cust. tak pernah lagi dalam hidup saya orang panggil saya scammer bang. 😐","punya pasal, tak pasal-2 kena cop scammer sebab whatsapp &amp; call cust. tak pernah lagi dalam hidup saya orang panggil saya scammer bang. 😐","pasal , pasal - 2 kena cop scammer whatsapp & amp ; call cust . hidup orang panggil scammer bang . 😐"
@adrenalinedlina tau takpa. i macam nak work from home selamanya 😆,tau takpa. i macam nak selamanya 😆,tau takpa. i macam nak selamanya 😆,tau takpa . i 😆
"@prfmnews @rubiyanta83 mohon pak , kami work from home tp di luar masih ramai @odedmd @ridwankamil 🙏","mohon pak , kami tp di luar masih ramai 🙏","mohon pak , kami tapi di luar masih ramai 🙏","mohon , ramai 🙏"
"menikmati stay at home dan work from.home bukan berarti saya tidak ingin badai corona ini segera berlalu. i try to keep myself sane dengan memaknai proses ini sebagai pembelajaran untuk lebih sabar dan sadar, khususnya sadar diri....doa saya ternyata banyak ya, salah satunya itu","menikmati stay at dan from.home bukan berarti saya tidak ingin badai corona ini segera berlalu. i try to keep myself sane dengan memaknai proses ini sebagai pembelajaran untuk lebih sabar dan sadar, khususnya sadar diri....doa saya ternyata banyak ya, salah satunya itu","menikmati stay at dan from.home bukan berarti saya tidak ingin badai corona ini segera berlalu. i try tapi keep myself sane dengan memaknai proses ini sebagai pembelajaran untuk lebih sabar dan sadar, khususnya sadar diri....doa saya ternyata banyak ya, salah satunya itu","menikmati stay at from.home badai corona . i try keep myself sane memaknai proses pembelajaran sabar sadar , sadar .... doa , salah satunya"
@hansoulvernon efek kelamaan work from home kah para ayah ini 🤣,efek kelamaan kah para ayah ini 🤣,efek kelamaan kah para ayah ini 🤣,efek kah ayah 🤣
"adik dia work from home, so aku lah yg banyak spend time borak2 dgn dia and layan keperluan dia. makan, minum, bersihkan diri etc. aku perhati ja la, dia call dgn mak dia. borak2. pastu ada masa dia borak dgn adik dia.","adik dia home, so aku lah yg banyak spend time borak2 dgn dia and layan keperluan dia. makan, minum, bersihkan diri etc. aku perhati ja la, dia call dgn mak dia. borak2. pastu ada masa dia borak dgn adik dia.","adik dia home, sok aku lah yang banyak spend time borak2 dengan dia and layan keperluan dia. makan, minum, bersihkan diri etc. aku perhati saja la, dia call dengan mak dia. borak2. pastu ada masa dia borak dengan adik dia.","adik , sok spend time borak2 and layan keperluan . makan , minum , bersihkan etc . perhati la , call mak . borak2 . pastu borak adik ."
work from home 6 bulan di kota yang asing 😕 pulkam ? lupakan,6 bulan di kota yang asing 😕 pulkam ? lupakan,6 bulan di kota yang asing 😕 pulkam ? lupakan,6 kota asing 😕 pulkam ? lupakan
"work from home by giving online lesson itu mengalihkan biaya bensin jadi biaya kuota. seminggu habis 40 gb, baru sekarang merasakan. 
upload video tutorial itu penyebabnya. 
baek baek ya hp gue bekerja keras..","by giving online lesson itu mengalihkan biaya bensin jadi biaya kuota. seminggu habis 40 gb, baru sekarang merasakan. upload video tutorial itu penyebabnya. baek baek ya hp gue bekerja keras..","by giving online lesson itu mengalihkan biaya bensin jadi biaya kuota. seminggu habis 40 gb, baru sekarang merasakan. upload video tutorial itu penyebabnya. baik baik ya hp gue bekerja keras..","by giving online lesson mengalihkan biaya bensin biaya kuota . seminggu habis 40 gb , merasakan . upload video tutorial penyebabnya . hp keras .."
"fuck work from home
e tapi gapapa lah at least duit w utuh karena ga ngelayap ga jajan wkwk","fuck home
e tapi gapapa lah at least duit w utuh karena ga ngelayap ga jajan wkwk","fuck home
e tapi gapapa lah at least duit gue utuh karena enggak ngelayap enggak jajan wkwk","fuck 
 e gapapa at least duit utuh ngelayap jajan wkwk"
work from home membuat muka putihan.. wkwkwkkw,membuat muka putihan.. wkwkwkkw,membuat muka putihan.. wkwkwkkw,muka putihan .. wkwkwkkw
emang paling enak jadi bekicot bisa work from home sambil jalan-jalan,emang paling enak jadi bekicot bisa sambil jalan-jalan,memang paling enak jadi bekicot bisa sambil jalan-jalan,enak bekicot jalan-jalan
"self quarantine day #13 

work from home dong...

btw besok terakhir self quarantine nyaaa, lusa boleh lah ya keluar rumah, jogging gitu... 
capek rebahan, di kamar teroooos, kursi ruang tamu aja sampe belum ku duduki","self quarantine day #13 dong...

btw besok terakhir self quarantine nyaaa, lusa boleh lah ya keluar rumah, jogging gitu... capek rebahan, di kamar teroooos, kursi ruang tamu aja sampe belum ku duduki","self quarantine day #13 dong...

btw besok terakhir self quarantine nyaaa, lusa boleh lah ya keluar rumah, jogging gitu... capek rebahan, di kamar teroooos, kursi ruang tamu saja sampai belum ku duduki","self quarantine day #13 ... 

 btw besok self quarantine nyaaa , lusa rumah , jogging gitu ... capek rebahan , kamar teroooos , kursi ruang tamu ku duduki"
"@tetipah aku perasan la. lembut sgt kerajaan ni. dgr jek ape nk. kene la keras sikit.  skrg pon dh ok, work from home,kalo ada urgent bnda bru masuk ofis ke, so xdk la jumpa ngn org rmai kan. aghh mintk2 x lepas la","aku perasan la. lembut sgt kerajaan ni. dgr jek ape nk. kene la keras sikit. skrg pon dh ok, home,kalo ada urgent bnda bru masuk ofis ke, so xdk la jumpa ngn org rmai kan. aghh mintk2 x lepas la","aku perasan la. lembut sangat kerajaan ni. dengar jek apa nk. kene lah keras sikit. sekarang pon dah ok, home,kalo ada urgent bunda baru masuk ofis ke, sok xdk lah jumpa ngn orang rmai kan. aghh mintk2 kali lepas lah","perasan la . lembut kerajaan . dengar jek nk . kene keras sikit . pon ok , , urgent bunda masuk ofis , sok xdk jumpa ngn orang rmai . aghh mintk2 kali lepas"
"rt @kemenkesri: #healthies, selama penerapan kebijakan work from home, kegiatan apa saja yang dilakukan untuk menghilangkan kejenuhan? 

yu…","#healthies, selama penerapan kebijakan home, kegiatan apa saja yang dilakukan untuk menghilangkan kejenuhan? yu…","#healthies, selama penerapan kebijakan home, kegiatan apa saja yang dilakukan untuk menghilangkan kejenuhan? yu…","#healthies , penerapan kebijakan , kegiatan menghilangkan kejenuhan ? yu …"
"@nazmiemn work from home ahhh. tu tetiba beli udemy tu. kalau tak, takde maknanya hahaha. ada hikmah jugak duduk rumah.","ahhh. tu tetiba beli udemy tu. kalau tak, takde maknanya hahaha. ada hikmah jugak duduk rumah.","ahhh. itu tetiba beli udemy tu. kalau tak, takde maknanya hahaha. ada hikmah juga duduk rumah.","ahhh . tetiba beli udemy . , takde maknanya hahaha . hikmah duduk rumah ."
"rabu kamis work from home (recruitment online). jum'at,sabtu, minggu libur.  hah rasanya butuh keluar rumah, butuh interaksi atau mau buaaat kueeee.","rabu kamis (recruitment online). jum'at,sabtu, minggu libur. hah rasanya butuh keluar rumah, butuh interaksi atau mau buaaat kueeee.","rabu kamis (recruitment online). jum'at,sabtu, minggu libur. hah rasanya butuh keluar rumah, butuh interaksi atau mau buaaat kueeee.","rabu kamis ( recruitment online ) . jum'at , sabtu , minggu libur . hah butuh rumah , butuh interaksi buaaat kueeee ."
barber dibuka buat abang abang polis and askar askar yang handsome supaya tak serabai jalankan tugas. yang sejenis asyik on zoom pakai smart smart berkain pelikat work from home tu takyah lah pergi barber mandi pun sekali sekali ish sepak kanggg,barber dibuka buat abang abang polis and askar askar yang handsome supaya tak serabai jalankan tugas. yang sejenis asyik on zoom pakai smart smart berkain pelikat tu takyah lah pergi barber mandi pun sekali sekali ish sepak kanggg,barber dibuka buat abang abang polis and askar askar yang handsome supaya tak serabai jalankan tugas. yang sejenis asyik on zoom pakai smart smart berkain pelikat itu takyah lah pergi barber mandi pun sekali sekali ish sepak kanggg,barber dibuka abang abang polis and askar askar handsome serabai jalankan tugas . sejenis asyik on zoom pakai smart smart berkain pelikat takyah pergi barber mandi ish sepak kanggg
jangan fikir bos tak dengki staff duduk rumah tidur. hahahaha tape term work from home tu trap. mcm sial,jangan fikir bos tak dengki staff duduk rumah tidur. hahahaha tape term tu trap. mcm sial,jangan fikir bos tak dengki staff duduk rumah tidur. hahahaha tape term itu trap. macam sial,fikir bos dengki staff duduk rumah tidur . hahahaha tape term trap . sial
"@ugotmanumber mau ngakak liat notif dm base, wfh ngakak lu kata work from home lit","mau ngakak liat notif dm base, wfh ngakak lu kata lit","mau mengakak lihat notif dm base, wfh mengakak lu kata lit","mengakak lihat notif dm base , wfh mengakak lit"
"kayaknya kata yg tepat bukan work from home deh, lebih tepatnya work full time 🤣","kayaknya kata yg tepat bukan deh, lebih tepatnya full time 🤣","kayaknya kata yang tepat bukan deh, lebih tepatnya full time 🤣","kayaknya deh , tepatnya full time 🤣"
"minggu depan start jadi cikgu tuisyen anak lang. anak banyak kerja sekolah, mak sibuk nak buat assignment sbb sambung study, ayah pulak work from home. nasib ada kak long ni haa jadi cikgu 😂","minggu depan start jadi cikgu tuisyen anak lang. anak banyak kerja sekolah, mak sibuk nak buat assignment sbb sambung study, ayah pulak home. nasib ada kak long ni haa jadi cikgu 😂","minggu depan start jadi cikgu tuisyen anak lang. anak banyak kerja sekolah, mak sibuk nak buat assignment sebab sambung study, ayah pula home. nasib ada kak long nih haa jadi cikgu 😂","minggu start cikgu tuisyen anak lang . anak kerja sekolah , mak sibuk assignment sambung study , ayah . nasib kak long haa cikgu 😂"
aku fedup dah dengan work from home ni.,aku fedup dah dengan ni.,aku fedup deh dengan ni.,fedup deh .
"gak kerasa udah hampir sebulan kuliah dirumah aja, kuliah online, praktikum online, responsi online. semua serba online dan tentunya work from home. apapun itu sebutannya, tetep jaga kesehatan semua👋 i know it's hard to easy to say, but we have to struggle to fight through away.","gak kerasa udah hampir sebulan kuliah dirumah aja, kuliah online, praktikum online, responsi online. semua serba online dan tentunya home. apapun itu sebutannya, tetep jaga kesehatan semua👋 i know it's hard to easy to say, but we have to struggle to fight through away.","enggak kerasa sudah hampir sebulan kuliah dirumah aja, kuliah online, praktikum online, responsi online. semua serba online dan tentunya home. apapun itu sebutannya, tetap jaga kesehatan semua👋 i know it's hard tapi easy tapi say, but we have tapi struggle tapi fight through away.","kerasa sebulan kuliah dirumah , kuliah online , praktikum online , responsi online . serba online . apapun sebutannya , jaga kesehatan 👋 i know it ' hard easy , but we have struggle fight through away ."
pgn ngerasain gimana rasanya work from home....,pgn ngerasain gimana rasanya home....,pengin merasai bagaimana rasanya home....,pengin merasai ....
"musim pkp ni selain daripada tunggu habis perintah, aku tunggu off day. biasa la work from home pun ikut shift.","musim pkp ni selain daripada tunggu habis perintah, aku tunggu off day. biasa la pun ikut shift.","musim pkp nih selain daripada tunggu habis perintah, aku tunggu off day. biasa lah pun ikut shift.","musim pkp tunggu habis perintah , tunggu off day . shift ."
"boss-boss sekalian...

ayo jangan cuma work from home aja, tapi work for home juga.

alias... nyapu, ngepel, cuci piring, cuci baju, dan beres2 rumah lainnya 😀","boss-boss sekalian...

ayo jangan cuma aja, tapi for juga.

alias... nyapu, ngepel, cuci piring, cuci baju, dan beres2 rumah lainnya 😀","boss-boss sekalian...

ayo jangan cuma aja, tapi for juga.

alias... nyapu, ngepel, cuci piring, cuci baju, dan beres2 rumah lainnya 😀","boss - boss ... 

 ayo , for . 

 alias ... nyapu , ngepel , cuci piring , cuci baju , beres2 rumah 😀"
"jangankan work from home, merasakan long weekend saja tak pernah yang ada malah overtime mulu","jangankan home, merasakan long weekend saja tak pernah yang ada malah overtime mulu","jangankan home, merasakan long weekend saja tak pernah yang ada malah overtime mulu",", merasakan long weekend overtime mulu"
"lama² work from home kantong kering, ada aja gitu tiap hari mencoba masak yg diliat dari youtube","lama² kantong kering, ada aja gitu tiap hari mencoba masak yg diliat dari youtube","lama² kantong kering, ada saja begitu tiap hari mencoba masak yang dilihat dari youtube","lama² kantong kering , mencoba masak youtube"
"@lazadamy i hope uolss can help me lah. i duduk kat rumah, work from home, nak hilang stress tak dapat keluar order lah barang banyak2 dgn lazada.. tapi macam macam problem sampai buat i bertambah stress. i am not happy with lazada.","i hope uolss can help me lah. i duduk kat rumah, home, nak hilang stress tak dapat keluar order lah barang banyak2 dgn lazada.. tapi macam macam problem sampai buat i bertambah stress. i am not happy with lazada.","i hope uolss can help me lah. i duduk kat rumah, home, nak hilang stres tak dapat keluar order lah barang banyak-banyak dengan lazada.. tapi macam macam problem sampai buat i bertambah stress. i sama not happy with lazada.","i hope uolss can help me . i duduk kat rumah , , hilang stres order barang banyak-banyak lazada .. problem i bertambah stress . i not happy with lazada ."
aku rasa aku work from home sampai habis raya nii 🧐,aku rasa aku sampai habis raya nii 🧐,aku rasa aku sampai habis raya ini 🧐,habis raya 🧐
"@pln_123 kepada yth kepala pln kota medan, khususnya kecamatan medan timur kelurahan pulo brayan darat 1, kita disuruh wfh ( work from home ) tapi kenapa listrik dipadamkan, sudah mati dari jam 9 pagi, mohon kebijakan bapak kepala @pln_123","kepada yth kepala pln kota medan, khususnya kecamatan medan timur kelurahan pulo brayan darat 1, kita disuruh wfh ( ) tapi kenapa listrik dipadamkan, sudah mati dari jam 9 pagi, mohon kebijakan bapak kepala","kepada yth kepala pln kota medan, khususnya kecamatan medan timur kelurahan pulo brayan darat 1, kita disuruh wfh ( ) tapi kenapa listrik dipadamkan, sudah mati dari jam 9 pagi, mohon kebijakan bapak kepala","yth kepala pln kota medan , kecamatan medan timur kelurahan pulo brayan darat 1 , disuruh wfh ( ) listrik dipadamkan , mati jam 9 pagi , mohon kebijakan kepala"
@fadlan_barkah @geminigurlll apakah dajjal sekarang sedang work from home karena takut dengan corona?,apakah dajjal sekarang sedang karena takut dengan corona?,apakah dajjal sekarang sedang karena takut dengan corona?,dajjal takut corona ?
"@htmnparis @jokowi bang suarakan kondisi sulit gini mengharuskan work from home (whf), dilapangan kurir ekspedisi kesulitan mengantar paket ke kosumen akibat portal2 mandiri warga, sehingga batal pesan banyak terjadi yg secara tidak langsung membunuh yang jualan via online / olshop #portalkillwhf","bang suarakan kondisi sulit gini mengharuskan (whf), dilapangan kurir ekspedisi kesulitan mengantar paket ke kosumen akibat portal2 mandiri warga, sehingga batal pesan banyak terjadi yg secara tidak langsung membunuh yang jualan via online / olshop #portalkillwhf","bang suarakan kondisi sulit begini mengharuskan (whf), dilapangan kurir ekspedisi kesulitan mengantar paket ke kosumen akibat portal2 mandiri warga, sehingga batal pesan banyak terjadi yang secara tidak langsung membunuh yang jualan via online / olshop #portalkillwhf","bang suarakan kondisi sulit mengharuskan ( whf ) , dilapangan kurir ekspedisi kesulitan mengantar paket kosumen akibat portal2 mandiri warga , batal pesan langsung membunuh jualan via online / olshop #portalkillwhf"
"@jokowi pak jokowi kondisi sulit gini mengharuskan work from home (whf), dilapangan kurir ekspedisi kesulitan mengantar paket ke kosumen akibat portal2 mandiri warga, sehingga batal pesan banyak terjadi yg secara tidak langsung membunuh yang jualan via online / olshop #portalkillwhf","pak jokowi kondisi sulit gini mengharuskan (whf), dilapangan kurir ekspedisi kesulitan mengantar paket ke kosumen akibat portal2 mandiri warga, sehingga batal pesan banyak terjadi yg secara tidak langsung membunuh yang jualan via online / olshop #portalkillwhf","pak jokowi kondisi sulit begini mengharuskan (whf), dilapangan kurir ekspedisi kesulitan mengantar paket ke kosumen akibat portal2 mandiri warga, sehingga batal pesan banyak terjadi yang secara tidak langsung membunuh yang jualan via online / olshop #portalkillwhf","jokowi kondisi sulit mengharuskan ( whf ) , dilapangan kurir ekspedisi kesulitan mengantar paket kosumen akibat portal2 mandiri warga , batal pesan langsung membunuh jualan via online / olshop #portalkillwhf"
"@aniesbaswedan bang suarakan kondisi sulit gini mengharuskan work from home (whf), dilapangan kurir ekspedisi kesulitan mengantar paket ke kosumen akibat portal2 mandiri warga, sehingga batal pesan banyak terjadi yg secara tidak langsung membunuh yang jualan via online / olshop #portalkillwhf","bang suarakan kondisi sulit gini mengharuskan (whf), dilapangan kurir ekspedisi kesulitan mengantar paket ke kosumen akibat portal2 mandiri warga, sehingga batal pesan banyak terjadi yg secara tidak langsung membunuh yang jualan via online / olshop #portalkillwhf","bang suarakan kondisi sulit begini mengharuskan (whf), dilapangan kurir ekspedisi kesulitan mengantar paket ke kosumen akibat portal2 mandiri warga, sehingga batal pesan banyak terjadi yang secara tidak langsung membunuh yang jualan via online / olshop #portalkillwhf","bang suarakan kondisi sulit mengharuskan ( whf ) , dilapangan kurir ekspedisi kesulitan mengantar paket kosumen akibat portal2 mandiri warga , batal pesan langsung membunuh jualan via online / olshop #portalkillwhf"
