text_asli,removed_noise,removed_alay,removed_stopwords,label
"anatara ""tatanan baru"" ""petaka baru""

new normal dalam catatan 

covid-19 tanpa toleransi menyebar luas ke setiap penjuru dunia, salah satunya indonesia turut ambil bagian  menjadi penyumbang angka sebaran… https://t.co/zoh2emnw1g","anatara ""tatanan baru"" ""petaka baru""

new dalam catatan covid-19 tanpa toleransi menyebar luas ke setiap penjuru dunia, salah satunya indonesia turut ambil bagian menjadi penyumbang angka sebaran…","anatara ""tatanan baru"" ""petaka baru""

new dalam catatan covid-19 tanpa toleransi menyebar luas ke setiap penjuru dunia, salah satunya indonesia turut ambil bagian menjadi penyumbang angka sebaran…","anatara "" tatanan "" "" petaka "" 

 catatan covid - 19 toleransi menyebar luas penjuru dunia , salah satunya indonesia ambil penyumbang angka sebaran …",negatif
"ridwan kamil terbitkan pergub psbb proporsional jadi panduan new normal. selengkapnya dengerin mgt traffic updates &amp; news info!

@awong_irfan #gengpagimgt #dirumahaja #psbb #newnormal",ridwan kamil terbitkan pergub psbb proporsional jadi panduan normal. selengkapnya dengerin mgt traffic updates &amp; news #gengpagimgt #dirumahaja #psbb #newnormal,ridwan kamil terbitkan pergub psbb proporsional jadi panduan normal. selengkapnya mendengarkan mgt traffic updates &amp; news #gengpagimgt #dirumahaja #psbb #newnormal,ridwan kamil terbitkan pergub psbb proporsional panduan . selengkapnya mendengarkan mgt traffic updates & amp ; news #gengpagimgt #dirumahaja #psbb #newnormal,netral
menuju new normal : kembali parkir di belakang karena parkiran depan udah mulai penuh lagi.,menuju : kembali parkir di belakang karena parkiran depan udah mulai penuh lagi.,menuju : kembali parkir di belakang karena parkiran depan sudah mulai penuh lagi.,: parkir parkiran penuh .,negatif
"polres wonogiri bersama pmi dan bpbd  penyemprotan disinfektan dan himbauan protokol kesehatan cegah rantai virus covid-19 menuju new normal 
#lakalantaswonogiri
#satlantaswonogiri
#lalulintaswonogiri
#newnormal
#kampungsiagacovid19 https://t.co/y1ogravgha","polres wonogiri bersama pmi dan bpbd penyemprotan disinfektan dan himbauan protokol kesehatan cegah rantai virus covid-19 menuju #lakalantaswonogiri
#satlantaswonogiri
#lalulintaswonogiri
#newnormal
#kampungsiagacovid19","polres wonogiri bersama pmi dan bpbd penyemprotan disinfektan dan himbauan protokol kesehatan cegah rantai virus covid-19 menuju #lakalantaswonogiri
#satlantaswonogiri
#lalulintaswonogiri
#newnormal
#kampungsiagacovid19","polres wonogiri pmi bpbd penyemprotan disinfektan himbauan protokol kesehatan cegah rantai virus covid - 19 #lakalantaswonogiri 
 #satlantaswonogiri 
 #lalulintaswonogiri 
 #newnormal 
 #kampungsiagacovid19",netral
"ngedate new normal kalo nonton bioskop tetap ada jarak 1 kursi kosong ya? sedih gak bisa pegangan tangan :(

🗣halah sok sedih kek pernah aja","ngedate kalo nonton bioskop tetap ada jarak 1 kursi kosong ya? sedih gak bisa pegangan tangan :(

🗣halah sok sedih kek pernah aja","ngedate kalo menonton bioskop tetap ada jarak 1 kursi kosong ya? sedih enggak bisa pegangan tangan :(

🗣halah sok sedih kayak pernah saja","ngedate menonton bioskop jarak 1 kursi kosong ? sedih pegangan tangan :( 

 🗣 halah sok sedih",negatif
"06.54 #infosonora - jangankan ""new normal"", covid-19 pun ada yang belum tahu https://t.co/kdxpv8ewba","06.54 #infosonora - jangankan ""new normal"", covid-19 pun ada yang belum tahu","06.54 #infosonora - jangankan ""new normal"", covid-19 pun ada yang belum tahu","06.54 #infosonora - "" "" , covid - 19",netral
jatim kan udh ada new palapa hei wes ga perlu new normal https://t.co/vimxg5ano8,jatim kan udh ada palapa hei wes ga perlu,jatim kan sudah ada palapa hei wes enggak perlu,jatim palapa hei wes,netral
"bupati ni putu eka wiryastuti: tabanan new normal dengan semangat tri sakti bung karno

https://t.co/yxqpg4ojuv

#pdiperjuangan
#newnormal
#bulanbungkarno",bupati ni putu eka wiryastuti: tabanan dengan semangat tri sakti bung,bupati nih putu eka wiryastuti: tabanan dengan semangat tri sakti bung,bupati putu eka wiryastuti : tabanan semangat tri sakti,netral
"new normal adalah tetap beraktivitas namun selalu memperhatikan protokol kesehatan.

sobat polri, yuk sama-sama kita perhatikan protokol kesehatan dalam rangka menyongsong tatanan kehidupan baru atau new normal. https://t.co/8pt67jww6w","adalah tetap beraktivitas namun selalu memperhatikan protokol kesehatan.

sobat polri, yuk sama-sama kita perhatikan protokol kesehatan dalam rangka menyongsong tatanan kehidupan baru atau normal.","adalah tetap beraktivitas namun selalu memperhatikan protokol kesehatan.

sobat polri, yuk sama-sama kita perhatikan protokol kesehatan dalam rangka menyongsong tatanan kehidupan baru atau normal.","beraktivitas memperhatikan protokol kesehatan . 

 sobat polri , perhatikan protokol kesehatan rangka menyongsong tatanan kehidupan .",positif
07.51 wib new normal jln soekarno hatta ramai lancar @prfmnews @clickbandung @infobdg https://t.co/dvqusoma7t,07.51 wib jln soekarno hatta ramai lancar,07.51 wib jalan soekarno hatta ramai lancar,07.51 wib jalan soekarno hatta ramai lancar,netral
@fluuuffy_ @rvclawgurl new normal wkwk,wkwk,wkwk,wkwk,netral
ada 5 ciri muslim hadapi new normal menurut aa gym https://t.co/3kydsnll2c,ada 5 ciri muslim hadapi menurut aa gym,ada 5 ciri muslim hadapi menurut aa gym,5 ciri muslim hadapi aa gym,netral
"om swastyastu,

webinar 

"" teknologi pendidikan sebagai media pembelajaran "" 

menuju new normal life

om santih, santih, santih om 🙏😇

#webinar 
#stahdnjakarta
#stahdharmanusantarajakarta
#dosenuniversitasesaunggul
#dharmadana 
#phdi https://t.co/3sg7eqtb5h","om swastyastu,

webinar "" teknologi pendidikan sebagai media pembelajaran "" menuju life

om santih, santih, santih om 🙏😇

#webinar #stahdnjakarta
#stahdharmanusantarajakarta
#dosenuniversitasesaunggul
#dharmadana #phdi","om swastyastu,

webinar "" teknologi pendidikan sebagai media pembelajaran "" menuju life

om santih, santih, santih om 🙏😇

#webinar #stahdnjakarta
#stahdharmanusantarajakarta
#dosenuniversitasesaunggul
#dharmadana #phdi","om swastyastu , 

 webinar "" teknologi pendidikan media pembelajaran "" life 

 om santih , santih , santih om 🙏 😇 

 #webinar #stahdnjakarta 
 #stahdharmanusantarajakarta 
 #dosenuniversitasesaunggul 
 #dharmadana #phdi",netral
"sudah siapkah kamu dengan “new normal”? 😷
_

berbagai media sedang ramai membicarakan fase “new normal”. wajar jika sebagian orang merasa cemas dan tidak siap dengan fase baru ini.
_
jika iya akan diberlakukan di… https://t.co/osp5s8trct","sudah siapkah kamu dengan “new normal”? 😷
_

berbagai media sedang ramai membicarakan fase “new normal”. wajar jika sebagian orang merasa cemas dan tidak siap dengan fase baru ini.
_
jika iya akan diberlakukan di…","sudah siapkah kamu dengan “new normal”? 😷
_

berbagai media sedang ramai membicarakan fase “new normal”. wajar jika sebagian orang merasa cemas dan tidak siap dengan fase baru ini.
_
jika iya akan diberlakukan di…","siapkah “ ” ? 😷 
 _ 

 media ramai membicarakan fase “ ” . wajar orang cemas fase . 
 _ 
 iya diberlakukan …",netral
langkah langkah new normal saat kembali bekerja. yakin bisa disiplin? yakin. 💪 https://t.co/erbgvd7ewl,langkah langkah saat kembali bekerja. yakin bisa disiplin? yakin. 💪,langkah langkah saat kembali bekerja. yakin bisa disiplin? yakin. 💪,langkah langkah . disiplin ? . 💪,positif
"jelang new normal, pt kci siapkan sejumlah kebijakan baru https://t.co/fzteg3frq8","jelang normal, pt kci siapkan sejumlah kebijakan baru","jelang normal, pt kci siapkan sejumlah kebijakan baru","jelang , pt kci siapkan kebijakan",netral
"new normal , bangun pagi https://t.co/7uoli2zlz8",", bangun pagi",", bangun pagi",", bangun pagi",netral
"samakan new normal dengan herd immunity, ahli bilang: itu bunuh diri! https://t.co/wvkz1v3vep","samakan dengan herd immunity, ahli bilang: itu bunuh diri!","samakan dengan herd immunity, ahli bilang: itu bunuh diri!","samakan herd immunity , ahli bilang : bunuh !",negatif
"new normal,, yg satu server sini merapat... @romadho1933 @jembatankembar
@samarindaupdate 
@kaltimcity
@mncupdate 
@histposting https://t.co/hxoiv0eclo","normal,, yg satu server sini merapat...","normal,, yang satu server sini merapat...",", , server merapat ...",netral
kapan si new normal berlangsung dah elah,kapan si berlangsung dah elah,kapan sih berlangsung deh elah,deh elah,negatif
wacana psbb proporsional yang digaungkan pemkot depok mendapat kritikan dari idi. https://t.co/tzirqt907o,wacana psbb proporsional yang digaungkan pemkot depok mendapat kritikan dari idi.,wacana psbb proporsional yang digaungkan pemkot depok mendapat kritikan dari idi.,wacana psbb proporsional digaungkan pemkot depok kritikan idi .,negatif
"kembali ke perantauan, setelah 76 hari bermesra dengan kampung halaman. bismillah, new normal. semoga lebih baik.","kembali ke perantauan, setelah 76 hari bermesra dengan kampung halaman. bismillah, normal. semoga lebih baik.","kembali ke perantauan, setelah 76 hari bermesra dengan kampung halaman. bismillah, normal. semoga lebih baik.","perantauan , 76 bermesra kampung halaman . bismillah , . semoga .",positif
@lalalaniristi lg new normal kayaknya,lg kayaknya,lagi kayaknya,kayaknya,netral
"kok aku belum siap ya misal new normal trs harus kuliah tatap muka, tp bosen dan kepikiran barang di kosan heu","kok aku belum siap ya misal trs harus kuliah tatap muka, tp bosen dan kepikiran barang di kosan heu","kok aku belum siap ya misal terus harus kuliah tatap muka, tapi bosan dan kepikiran barang di kosan heu","kuliah tatap muka , bosan kepikiran barang kosan heu",negatif
"new normal? 
selamat datang normal life!
selalu waras, keep alive! 

#indonesiabisa #newnormal #bismillah @ desa warukin https://t.co/cq9dv3vjz7","normal? selamat datang life!
selalu waras, keep alive! #indonesiabisa #newnormal #bismillah desa warukin","normal? selamat datang life!
selalu waras, keep alive! #indonesiabisa #newnormal #bismillah desa warukin","? selamat life ! 
 waras , keep alive ! #indonesiabisa #newnormal #bismillah desa warukin",positif
"sopo ngerti konco2 pengen jajal virtual photoshoot juga. 
kalau blm ada partner poto berdua, gapapa deh poto sendirian, dari pada gabut karo new normal thok yakan 🤣 https://t.co/ytawspttcg","sopo ngerti konco2 pengen jajal virtual photoshoot juga. kalau blm ada partner poto berdua, gapapa deh poto sendirian, dari pada gabut karo thok yakan 🤣","sopo mengerti konco2 pengin jajal virtual photoshoot juga. kalau belum ada partner poto berdua, gapapa deh poto sendirian, dari pada gabut karo thok yakan 🤣","sopo mengerti konco2 pengin jajal virtual photoshoot . partner poto berdua , gapapa deh poto , gabut karo thok yakan 🤣",positif
new normal  versi ku selalu punya banyak masker di tas 😂💪 https://t.co/0whuxevmzm,versi ku selalu punya banyak masker di tas 😂💪,versi ku selalu punya banyak masker di tas 😂💪,versi ku masker tas 😂 💪,positif
sejumlah aturan taman margasatwa ragunan jika buka saat new normal https://t.co/ucw5usumuj,sejumlah aturan taman margasatwa ragunan jika buka saat,sejumlah aturan taman margasatwa ragunan jika buka saat,aturan taman margasatwa ragunan buka,netral
@baguscatur22 zoid new normal wkwk,zoid wkwk,zoid wkwk,zoid wkwk,netral
"kai: fase new normal, penumpang wajib pakai face shield - berita trans https://t.co/bercnd9bto via @beritatrans","kai: fase normal, penumpang wajib pakai face shield - berita trans via","kai: fase normal, penumpang wajib pakai face shield - berita trans via","kai : fase , penumpang wajib pakai face shield - berita trans via",netral
"segera pak @jokowi  new normal di jalankan agar masyarakat semua bergerak,.terlalu lama di rumah juga jadi sering otak atik sosial media,. 
#dipecatkokdibela","segera pak di jalankan agar masyarakat semua bergerak,.terlalu lama di rumah juga jadi sering otak atik sosial media,. #dipecatkokdibela","segera pak di jalankan agar masyarakat semua bergerak,.terlalu lama di rumah juga jadi sering otak atik sosial media,. #dipecatkokdibela","jalankan masyarakat bergerak,.terlalu rumah otak atik sosial media , . #dipecatkokdibela",negatif
"survey masa transisi pasca psbb kota malang menuju tatanan new normal

malang raya saat ini sedang menjalani masa transisi menuju tatanan new normal 
berikut kami sampaikan survey masa transisi pasca psbb kota… https://t.co/6crwy9pds9","survey masa transisi pasca psbb kota malang menuju tatanan normal

malang raya saat ini sedang menjalani masa transisi menuju tatanan berikut kami sampaikan survey masa transisi pasca psbb kota…","survey masa transisi pasca psbb kota malang menuju tatanan normal

malang raya saat ini sedang menjalani masa transisi menuju tatanan berikut kami sampaikan survey masa transisi pasca psbb kota…","survey transisi pasca psbb kota malang tatanan 

 malang raya menjalani transisi tatanan survey transisi pasca psbb kota …",netral
"wfh terakhir, minggu depan siap menghadapi new normal ..  #newnormalpulihkanekonomi https://t.co/fw67mtjgeq","wfh terakhir, minggu depan siap menghadapi .. #newnormalpulihkanekonomi","wfh terakhir, minggu depan siap menghadapi .. #newnormalpulihkanekonomi","wfh , minggu menghadapi .. #newnormalpulihkanekonomi",positif
kelelahan menuju the new normal @aik_arif @sociotalker @mharisman @drpriono @ismailfahmi @oxfara @dirgarambe @sofiesyarief @faisalbasri @aswicahyono @umaleao @ngabdul https://t.co/pnylyfr5vd,kelelahan menuju the,kelelahan menuju the,kelelahan the,negatif
"bersabarlah wahai kawan, sebentar lagi kalian akan dijemput oleh tuan kalian masing-masing.

=========

bahan baku dari supplier mulai menipis. tampaknya efek dimulainya new normal di beberapa kota. 

mumpung kami… https://t.co/xm7f7heqtw","bersabarlah wahai kawan, sebentar lagi kalian akan dijemput oleh tuan kalian masing-masing.

=========

bahan baku dari supplier mulai menipis. tampaknya efek dimulainya di beberapa kota. mumpung kami…","bersabarlah wahai kawan, sebentar lagi kalian akan dijemput oleh tuan kalian masing-masing.

=========

bahan baku dari supplier mulai menipis. tampaknya efek dimulainya di beberapa kota. mumpung kami…","bersabarlah kawan , sebentar dijemput tuan . 

 = = = = = = = = = 

 bahan baku supplier menipis . efek kota . mumpung …",negatif
"mata perih bangun tidur pagi, selamat datang new normal","mata perih bangun tidur pagi, selamat datang","mata perih bangun tidur pagi, selamat datang","mata perih bangun tidur pagi , selamat",netral
ribut new normal seolah semuanya sudah membaik.,ribut seolah semuanya sudah membaik.,ribut seolah semuanya sudah membaik.,ribut membaik .,negatif
"harga travel reguler
(harga new normal)
.
✓travel malang - ngawi⁣⁣
- (harga rp 250k / orang)⁣⁣
✓travel malang - solo⁣⁣
- (harga rp 270k / orang)⁣⁣
✓travel malang - jogja⁣⁣
- (harga rp 290k / orang)⁣⁣
✓travel malang… https://t.co/chfxlj45cy","harga travel reguler
(harga normal)
.
✓travel malang - ngawi⁣⁣
- (harga rp 250k / orang)⁣⁣
✓travel malang - solo⁣⁣
- (harga rp 270k / orang)⁣⁣
✓travel malang - jogja⁣⁣
- (harga rp 290k / orang)⁣⁣
✓travel malang…","harga travel reguler
(harga normal)
.
✓travel malang - ngawi⁣⁣
- (harga rp 250k / orang)⁣⁣
✓travel malang - solo⁣⁣
- (harga rp 270k / orang)⁣⁣
✓travel malang - jogja⁣⁣
- (harga rp 290k / orang)⁣⁣
✓travel malang…","harga travel reguler 
 ( harga ) 
 . 
 ✓ travel malang - ngawi⁣⁣ 
 - ( harga rp 250k / orang)⁣⁣ 
 ✓ travel malang - solo⁣⁣ 
 - ( harga rp 270k / orang)⁣⁣ 
 ✓ travel malang - jogja⁣⁣ 
 - ( harga rp 290k / orang)⁣⁣ 
 ✓ travel malang …",netral
komisi v dpr minta pemerintah izinkan ojol bawa penumpang saat new normal   https://t.co/ccnvussuym,komisi v dpr minta pemerintah izinkan ojol bawa penumpang saat,komisi v dpr meminta pemerintah izinkan ojol bawa penumpang saat,komisi v dpr pemerintah izinkan ojol bawa penumpang,netral
pengusaha sawit siapkan kuda-kuda hadapi transisi new normal https://t.co/d76y9t5enr,pengusaha sawit siapkan kuda-kuda hadapi transisi,pengusaha sawit siapkan kuda-kuda hadapi transisi,pengusaha sawit siapkan kuda-kuda hadapi transisi,netral
@vegiefruitid sudah siap tentunya dengan new normal.,sudah siap tentunya dengan normal.,sudah siap tentunya dengan normal.,.,positif
aturan soal umr dalam ruu cipta kerja sangat cocok diterapkan saat new normal https://t.co/9luprdthxn,aturan soal umr dalam ruu cipta kerja sangat cocok diterapkan saat,aturan soal umr dalam ruu cipta kerja sangat cocok diterapkan saat,aturan umr ruu cipta kerja cocok diterapkan,positif
"new normal, kangen malang, kangen jogja, kangen banyuwangi, kangen bali joh nyapo kok kangen ki. padahal turu neng omah penak.","normal, kangen malang, kangen jogja, kangen banyuwangi, kangen bali joh nyapo kok kangen ki. padahal turu neng omah penak.","normal, kangen malang, kangen jogja, kangen banyuwangi, kangen bali joh nyapo kok kangen ki. padahal turu neng omah penak.",", kangen malang , kangen jogja , kangen banyuwangi , kangen bali joh nyapo kangen ki . turu neng omah penak .",netral
baru tau saya ada zona hitam.... semoga daerah kami pemda nya bisa belajar dan rakyatnya juga waspada bahaya covid19. new normal boleh tp tetap waspada dengan mematuhi protokol kesehatan. https://t.co/fs1cwgxxee,baru tau saya ada zona hitam.... semoga daerah kami pemda nya bisa belajar dan rakyatnya juga waspada bahaya covid19. boleh tp tetap waspada dengan mematuhi protokol kesehatan.,baru tau saya ada zona hitam.... semoga daerah kami pemda nya bisa belajar dan rakyatnya juga waspada bahaya covid19. boleh tapi tetap waspada dengan mematuhi protokol kesehatan.,tau zona hitam .... semoga daerah pemda belajar rakyatnya waspada bahaya covid19 . waspada mematuhi protokol kesehatan .,positif
#sobatmalangtramway persiapan mrt jakarta jelang penerapan tatanan baru (new normal) https://t.co/vmeip2iiz7 via @liputan6dotcom,#sobatmalangtramway persiapan mrt jakarta jelang penerapan tatanan baru (new normal) via,#sobatmalangtramway persiapan mrt jakarta jelang penerapan tatanan baru (new normal) via,#sobatmalangtramway persiapan mrt jakarta jelang penerapan tatanan ( ) via,netral
pada kondisi new normal perlu prosedur baru dalam operasional penerbangan. https://t.co/svehmwzhpq,pada kondisi perlu prosedur baru dalam operasional penerbangan.,pada kondisi perlu prosedur baru dalam operasional penerbangan.,kondisi prosedur operasional penerbangan .,netral
kedisiplinan masyarakat saat new normal kunci redam penularan covid-19 https://t.co/o49pwvt1ap,kedisiplinan masyarakat saat kunci redam penularan covid-19,kedisiplinan masyarakat saat kunci redam penularan covid-19,kedisiplinan masyarakat kunci redam penularan    covid - 19,netral
"sudah mau diterapin new normal di kritik karena bebrapa hal belum dilakukan, 
lah kemarin pada minta buka ini itu sesegera mungkin karena ekonomi udah abis, maunya apa???","sudah mau diterapin di kritik karena bebrapa hal belum dilakukan, lah kemarin pada minta buka ini itu sesegera mungkin karena ekonomi udah abis, maunya apa???","sudah mau diterapin di kritik karena bebrapa hal belum dilakukan, lah kemarin pada meminta buka ini itu sesegera mungkin karena ekonomi sudah abis, maunya apa???","diterapin kritik bebrapa , kemarin buka ekonomi abis , maunya ? ? ?",negatif
"mau normal atau new normal, sarapan ya tetap buah dan minuman tanpa gula.
met pagi man-teman. https://t.co/skzdk9cffn","mau atau normal, sarapan ya tetap buah dan minuman tanpa gula.
met pagi man-teman.","mau atau normal, sarapan ya tetap buah dan minuman tanpa gula.
met pagi man-teman.",", sarapan buah minuman gula . 
 met pagi man - teman .",positif
"harga travel reguler
(harga new normal)
.
✓travel malang - ngawi⁣⁣
- (harga rp 250k / orang)⁣⁣
✓travel malang - solo⁣⁣
- (harga rp 270k / orang)⁣⁣
✓travel malang - jogja⁣⁣
- (harga rp 290k / orang)⁣⁣
✓travel malang… https://t.co/lvlxqoi1uw","harga travel reguler
(harga normal)
.
✓travel malang - ngawi⁣⁣
- (harga rp 250k / orang)⁣⁣
✓travel malang - solo⁣⁣
- (harga rp 270k / orang)⁣⁣
✓travel malang - jogja⁣⁣
- (harga rp 290k / orang)⁣⁣
✓travel malang…","harga travel reguler
(harga normal)
.
✓travel malang - ngawi⁣⁣
- (harga rp 250k / orang)⁣⁣
✓travel malang - solo⁣⁣
- (harga rp 270k / orang)⁣⁣
✓travel malang - jogja⁣⁣
- (harga rp 290k / orang)⁣⁣
✓travel malang…","harga travel reguler 
 ( harga ) 
 . 
 ✓ travel malang - ngawi⁣⁣ 
 - ( harga rp 250k / orang)⁣⁣ 
 ✓ travel malang - solo⁣⁣ 
 - ( harga rp 270k / orang)⁣⁣ 
 ✓ travel malang - jogja⁣⁣ 
 - ( harga rp 290k / orang)⁣⁣ 
 ✓ travel malang …",netral
"kenapa sih ngga lockdown aja dari awal? kenapa ngga niru2 luar negeri aja yang ngelakuin tes masal atau lockdown? kenapa yang ditiru malah yang ngeluarin napi sama new normal.

capek banget aku.","kenapa sih ngga lockdown aja dari awal? kenapa ngga niru2 luar negeri aja yang ngelakuin tes masal atau lockdown? kenapa yang ditiru malah yang ngeluarin napi sama normal.

capek banget aku.","kenapa sih enggak lockdown saja dari awal? kenapa enggak niru2 luar negeri saja yang melakukan tes masal atau lockdown? kenapa yang ditiru malah yang mengeluarkan napi sama normal.

capek banget aku.","lockdown ? niru2 negeri tes masal lockdown ? ditiru mengeluarkan napi . 

 capek .",negatif
"bang anies baswedan (bab) telah menyiapkan panduan untuk new normal bagi diskotik dan panti pijat.

untuk panti pijat kemungkinan dgn jurus shikamaru naara yg bernama kage–kubishibari no jutsu.

betul gak bang @aniesbaswedan ?? https://t.co/7b3lkhh5vi","bang anies baswedan (bab) telah menyiapkan panduan untuk bagi diskotik dan panti pijat.

untuk panti pijat kemungkinan dgn jurus shikamaru naara yg bernama kage–kubishibari no jutsu.

betul gak bang ??","bang anies baswedan (bab) telah menyiapkan panduan untuk bagi diskotik dan panti pijat.

untuk panti pijat kemungkinan dengan jurus shikamaru naara yang bernama kage–kubishibari no jutsu.

betul enggak bang ??","bang anies baswedan ( bab ) panduan diskotik panti pijat . 

 panti pijat jurus shikamaru naara bernama kage – kubishibari no jutsu . 

 bang ? ?",netral
"kemarin-kemarin ngritik kebijakan new normal pemerintah, yang katanya bahaya lah, bisa membahayakan nyawa lah, eh tau nya bikin story main sama temen &amp; beli salah satu fastfood, katanya uji coba new normal, haha!!","kemarin-kemarin ngritik kebijakan pemerintah, yang katanya bahaya lah, bisa membahayakan nyawa lah, eh tau nya bikin story main sama temen &amp; beli salah satu fastfood, katanya uji coba normal, haha!!","kemarin-kemarin ngritik kebijakan pemerintah, yang katanya bahaya lah, bisa membahayakan nyawa lah, eh tau nya bikin story main sama teman &amp; beli salah satu fastfood, katanya uji coba normal, haha!!","kemarin - kemarin ngritik kebijakan pemerintah , bahaya , membahayakan nyawa , eh tau bikin story main teman & amp ; beli salah fastfood , uji coba , haha ! !",negatif
"yok new normal yok , tidur jam 10 buat bisa bangun pagi . ngga ada begadang2 atau tidur pagi/siang lagi","yok yok , tidur jam 10 buat bisa bangun pagi . ngga ada begadang2 atau tidur pagi/siang lagi","yuk yuk , tidur jam 10 buat bisa bangun pagi . enggak ada begadang2 atau tidur pagi/siang lagi",", tidur jam 10 bangun pagi . begadang2 tidur pagi / siang",netral
ragam aturan baru krl commuterline hadapi new normal https://t.co/7snap1j4r2,ragam aturan baru krl commuterline hadapi,ragam aturan baru krl commuterline hadapi,ragam aturan krl commuterline hadapi,netral
"hadapi new normal, objek wisata aceh singkil akan dibuka - klik warta https://t.co/as7fu6gdtj","hadapi normal, objek wisata aceh singkil akan dibuka - klik warta","hadapi normal, objek wisata aceh singkil akan dibuka - klik warta","hadapi , objek wisata aceh singkil dibuka - klik warta",netral
