text_asli,removed_noise,removed_alay,removed_stopwords
"kebodohan menteri indonesia terjadi lagi, napi dibebasin karena alasan corona, kembali di penjara lg karena berbuat kriminal. semoga napi itu gak bawa virus ke dalam sel. padahal napi kan udah di lockdown dr awal, gak bisa kemana2. kenapa harus dibebaskan 🤷🏻‍♂️","kebodohan menteri terjadi lagi, napi dibebasin karena alasan corona, kembali di penjara lg karena berbuat kriminal. semoga napi itu gak bawa virus ke dalam sel. padahal napi kan udah di dr awal, gak bisa kemana2. kenapa harus dibebaskan 🤷🏻‍♂️","kebodohan menteri terjadi lagi, napi dibebasin karena alasan corona, kembali di penjara lagi karena berbuat kriminal. semoga napi itu enggak bawa virus ke dalam sel. padahal napi kan sudah di dari awal, enggak bisa kemana2. kenapa harus dibebaskan 🤷🏻‍♂️","kebodohan menteri , napi dibebasin alasan corona , penjara berbuat kriminal . semoga napi bawa virus sel . napi , kemana2 . dibebaskan 🤷 🏻‍ ♂ ️"
@budimandjatmiko dari mula rebakan covid19 ini saintis2 sudah wanti2 lockdown episentrum indonesia. nyatanya dicuekin. gak dihargain. gimana itu?,dari mula rebakan covid19 ini saintis2 sudah wanti2 episentrum indonesia. nyatanya dicuekin. gak dihargain. gimana itu?,dari mula rebakan covid19 ini saintis2 sudah wanti2 episentrum indonesia. nyatanya dicuekin. enggak dihargain. bagaimana itu?,rebakan covid19 saintis2 wanti2 episentrum . dicuekin . dihargain . ?
"@jokowi kontribusi anda mengatasi #chinesevirus 
covid-19 tak perlu promosi seolah lebih baik

banyak usaha @aniesbaswedan anda jegal dgn sifat ego yg tak perlu anda bantah
kejujuran itu ada dihati anda
bukan diotak dan bibir anda

kontribusi terbaik
usir chinakomunis
lockdown indonesia","kontribusi anda mengatasi #chinesevirus covid-19 tak perlu promosi seolah lebih baik

banyak usaha anda jegal dgn sifat ego yg tak perlu anda bantah
kejujuran itu ada dihati anda
bukan diotak dan bibir anda

kontribusi terbaik
usir chinakomunis
lockdown","kontribusi anda mengatasi #chinesevirus covid-19 tak perlu promosi seolah lebih baik

banyak usaha anda jegal dengan sifat ego yang tak perlu anda bantah
kejujuran itu ada dihati anda
bukan diotak dan bibir anda

kontribusi terbaik
usir chinakomunis
lockdown","kontribusi mengatasi #chinesevirus covid - 19 promosi 

 usaha jegal sifat ego bantah 
 kejujuran dihati 
 diotak bibir 

 kontribusi terbaik 
 usir chinakomunis 
"
"lockdown total gak akan bisa diterapkan di indonesia. serius. 
ada orang yg mudik karena harus. masy marginal yg gak punya tabungan, jd harus mudik karna gak bisa bayar kontrakan
gak ada kendaraan umum? mudik pake motor jg bisa. ngikut truk sayur bisa","total gak akan bisa diterapkan di indonesia. serius. ada orang yg mudik karena harus. masy marginal yg gak punya tabungan, jd harus mudik karna gak bisa bayar kontrakan
gak ada kendaraan umum? mudik pake motor jg bisa. ngikut truk sayur bisa","total enggak akan bisa diterapkan di indonesia. serius. ada orang yang mudik karena harus. masy marginal yang enggak punya tabungan, jadi harus mudik karena enggak bisa bayar kontrakan
gak ada kendaraan umum? mudik pakai motor juga bisa. ngikut truk sayur bisa","total diterapkan . serius . orang mudik . masy marginal tabungan , mudik bayar kontrakan 
 kendaraan ? mudik pakai motor . ngikut truk sayur"
"@wu_lex anggaran 1000 napi untuk setiap provinsi di tambah lagi jika pemerintah ingin lockdown secara sempurna seluruh indonesia,
gue kira bisa asalkan duit elit penguasa, mentri, dan lainnya di hibahkan ke semua rakyat tidak mampu.

baru deh kita tahu hasilnya ..","anggaran 1000 napi untuk setiap provinsi di tambah lagi jika pemerintah ingin secara sempurna seluruh indonesia,
gue kira bisa asalkan duit elit penguasa, mentri, dan lainnya di hibahkan ke semua rakyat tidak mampu.

baru deh kita tahu hasilnya ..","anggaran 1000 napi untuk setiap provinsi di tambah lagi jika pemerintah ingin secara sempurna seluruh indonesia,
gue kira bisa asalkan duit elit penguasa, mentri, dan lainnya di hibahkan ke semua rakyat tidak mampu.

baru deh kita tahu hasilnya ..","anggaran 1000 napi provinsi pemerintah sempurna , 
 duit elit penguasa , mentri , hibahkan rakyat . 

 deh hasilnya .."
"""dear anak krakatau""
gua tau lu rindu ama emak lu, tapi jagn sekarang, kalem dulu.

lu ga sedih liat indonesia lagi di buat pusing ama corona.

gara gara corona pemasukan gua di lockdown hampir 2 bulan, dan sekarang lu erupsi.

rindu itu berat, tapi jgn sekarang. 
#anakkrakatau","""dear anak krakatau""
gua tau lu rindu ama emak lu, tapi jagn sekarang, kalem dulu.

lu ga sedih liat lagi di buat pusing ama corona.

gara gara corona pemasukan gua di hampir 2 bulan, dan sekarang lu erupsi.

rindu itu berat, tapi jgn sekarang. #anakkrakatau","""dear anak krakatau""
gua tau lu rindu sama emak lu, tapi jagn sekarang, kalem dulu.

lu enggak sedih lihat lagi di buat pusing sama corona.

gara gara corona pemasukan gua di hampir 2 bulan, dan sekarang lu erupsi.

rindu itu berat, tapi jangan sekarang. #anakkrakatau",""" dear anak krakatau "" 
 tau rindu emak , jagn , kalem . 

 sedih lihat pusing corona . 

 gara gara corona pemasukan 2 , erupsi . 

 rindu berat , . #anakkrakatau"
"di indonesia, dg banyaknya theory2 yg dibuat oleh institusi &amp; pemerintah, social distancing, pspb , lockdown, tidak akan bisa dijamin jika masayarakatnya tdk ikut serta memahami betapa pentingnya menghambat siklus pandemic dg disiplin mengikuti arahan pemerintah 🤦🏼‍♀️","di indonesia, dg banyaknya theory2 yg dibuat oleh institusi &amp; pemerintah, social distancing, pspb , lockdown, tidak akan bisa dijamin jika masayarakatnya tdk ikut serta memahami betapa pentingnya menghambat siklus pandemic dg disiplin mengikuti arahan pemerintah 🤦🏼‍♀️","di indonesia, dengan banyaknya theory2 yang dibuat oleh institusi &amp; pemerintah, social distancing, pspb , lockdown, tidak akan bisa dijamin jika masayarakatnya tidak ikut serta memahami betapa pentingnya menghambat siklus pandemic dengan disiplin mengikuti arahan pemerintah 🤦🏼‍♀️",", banyaknya theory2 institusi & amp ; pemerintah , social distancing , pspb , , dijamin masayarakatnya memahami betapa menghambat siklus pandemic disiplin mengikuti arahan pemerintah 🤦 🏼‍ ♀ ️"
"@tempodotco @jokowi ah, memang rakyat indonesia banyak maunya.

coba saja pemerintah pusat melakukan lockdown total, tetapi nanti hasilnya tidak sesuai yang diharapkan?

salahkan pemerintah lagi akhirnya.","ah, memang rakyat banyak maunya.

coba saja pemerintah pusat melakukan total, tetapi nanti hasilnya tidak sesuai yang diharapkan?

salahkan pemerintah lagi akhirnya.","ah, memang rakyat banyak maunya.

coba saja pemerintah pusat melakukan total, tetapi nanti hasilnya tidak sesuai yang diharapkan?

salahkan pemerintah lagi akhirnya.","ah , rakyat maunya . 

 coba pemerintah pusat total , hasilnya sesuai diharapkan ? 

 salahkan pemerintah ."
"rt @dennysiregar7: saya maklum ketika seorg dokter teriak ""lockdown indonesia !""

karena sbg dokter dia hanya lihat dari 1 sisi saja, yaitu…","saya maklum ketika seorg dokter teriak ""lockdown !""

karena sbg dokter dia hanya lihat dari 1 sisi saja, yaitu…","saya maklum ketika seorang dokter teriak ""lockdown !""

karena sebagai dokter dia hanya lihat dari 1 sisi saja, yaitu…","maklum dokter teriak "" ! "" 

 dokter lihat 1 sisi , …"
"rt @pijat_jaksel: ternyata kebijakan2 ttg lockdown itu justru memicu penyebaran corrona lebih besar lagi
rumornya ini sengaja di lakukan ok…","ternyata kebijakan2 ttg itu justru memicu penyebaran corrona lebih besar lagi
rumornya ini sengaja di lakukan ok…","ternyata kebijakan2 tentang itu justru memicu penyebaran corrona lebih besar lagi
rumornya ini sengaja di lakukan ok…","kebijakan2 memicu penyebaran corrona 
 rumornya sengaja lakukan ok …"
"@geloraco bisa ae omongnya, awal2 gubernur indonesia ngasih tau covid dah masuk jakarta eeh dibilang dibilang hoax malah dibully abis2an. trus mw lockdown diancem hukuman trus minta izin psbb lambat turun izinnya...
salah mulu ya gubernur indonesia mah 😁","bisa ae omongnya, awal2 gubernur ngasih tau covid dah masuk jakarta eeh dibilang dibilang hoax malah dibully abis2an. trus mw diancem hukuman trus minta izin psbb lambat turun izinnya...
salah mulu ya gubernur mah 😁","bisa saja omongnya, awal-awal gubernur mengasih tau covid deh masuk jakarta eeh dibilang dibilang hoax malah dibully abis2an. terus mau diancem hukuman terus meminta izin psbb lambat turun izinnya...
salah mulu ya gubernur mah 😁","omongnya , - gubernur mengasih tau covid deh masuk jakarta eeh dibilang dibilang hoax dibully abis2an . diancem hukuman izin psbb lambat turun izinnya ... 
 salah mulu gubernur 😁"
"indonesia lagi ngaco gini ditambah pemimpin ngaco , mahasiswa / rakyat nya kemana yah ? lockdown sampe bener bener rusak ?","lagi ngaco gini ditambah pemimpin ngaco , mahasiswa / rakyat nya kemana yah ? sampe bener bener rusak ?","lagi mengaco begini ditambah pemimpin mengaco , mahasiswa / rakyat nya kemana ya ? sampai benar benar rusak ?","mengaco ditambah pemimpin mengaco , mahasiswa / rakyat kemana ? rusak ?"
"@kinanti_88 mbak mbak. karantina wilayah itu bahasa indonesia, lockdown itu bahasa inggris. psbb itu satu nomenklatur di uu no 6, thn 201i ttg karantina kesehatan. baca di poin 9 dan 10 pasal 1. pp ttg psbb itu seperti membuat definisi ulang uu no 6 thn 2018","mbak mbak. karantina wilayah itu bahasa indonesia, itu bahasa inggris. psbb itu satu nomenklatur di uu no 6, thn 201i ttg karantina kesehatan. baca di poin 9 dan 10 pasal 1. pp ttg psbb itu seperti membuat definisi ulang uu no 6 thn 2018","mbak mbak. karantina wilayah itu bahasa indonesia, itu bahasa inggris. psbb itu satu nomenklatur di uu no 6, tahun 201i tentang karantina kesehatan. baca di poin 9 dan 10 pasal 1. pp tentang psbb itu seperti membuat definisi ulang uu no 6 tahun 2018","mbak mbak . karantina wilayah bahasa , bahasa inggris . psbb nomenklatur uu no 6 , 201i karantina kesehatan . baca poin 9 10 pasal 1 . pp psbb definisi ulang uu no 6 2018"
"rt @muisceska: kalaupun indonesia tidak di lockdown karena corona !

setidakna dosenka na kasi down downki dulu inisiatifna kasi tugas. ,ma…","kalaupun tidak di karena corona !

setidakna dosenka na kasi down downki dulu inisiatifna kasi tugas. ,ma…","kalaupun tidak di karena corona !

setidakna dosenka nya kasih down downki dulu inisiatifna kasih tugas. ,ma…","corona ! 

 setidakna dosenka kasih down downki inisiatifna kasih tugas . , ma …"
"@donzihermawan @djunaedi___22 @rahmadi_ifki @prastow @ustadtengkuzul secara statistik infeksi covid-19, sy setuju vietnam saat ni keliatan yg terbaik.

apakah indonesia (negara democrazy) mampu menerapkan lockdown seefektif vietnam (negara komunis/diktator) tanpa menimbulkan gejolak sosial?","secara statistik infeksi covid-19, sy setuju vietnam saat ni keliatan yg terbaik.

apakah (negara democrazy) mampu menerapkan seefektif vietnam (negara komunis/diktator) tanpa menimbulkan gejolak sosial?","secara statistik infeksi covid-19, saya setuju vietnam saat nih kelihatan yang terbaik.

apakah (negara democrazy) mampu menerapkan seefektif vietnam (negara komunis/diktator) tanpa menimbulkan gejolak sosial?","statistik infeksi covid - 19 , setuju vietnam terbaik . 

 ( negara democrazy ) menerapkan seefektif vietnam ( negara komunis / diktator ) menimbulkan gejolak sosial ?"
gara gara #dirumahaja jadi download bis simulator bisa keliling indonesia tanpa di lockdown huhu,gara gara #dirumahaja jadi download bis simulator bisa keliling tanpa di huhu,gara gara #dirumahaja jadi download bis simulator bisa keliling tanpa di huhu,gara gara #dirumahaja download bis simulator keliling huhu
"heh corona, cepet-cepet dah lu minggat dari indonesia, gua udah ga betah di rumah, pemasukan gua di lockdown selama 2 bulan.
#coronajancok #coronaindonesia #coronavirus","heh corona, cepet-cepet dah lu minggat dari indonesia, gua udah ga betah di rumah, pemasukan gua di selama 2 bulan.
#coronajancok #coronaindonesia #coronavirus","heh corona, cepet-cepet deh lu minggat dari indonesia, gua sudah enggak betah di rumah, pemasukan gua di selama 2 bulan.
#coronajancok #coronaindonesia #coronavirus","heh corona , cepet - cepet deh minggat , betah rumah , pemasukan 2 . 
 #coronajancok #coronaindonesia #coronavirus"
"@paltiwest @bungilneh @aniesbaswedan kalau ada peraturan yg lebih manusiawi kenapa junjunganmu gk kasih sih gog.

uu no 6 thn 2028 sangat jelas.dan itu uu sangat melindungi rakyat indonesia tanpa pandang bulu.
tp kenapa pempus cuma kasih pilihan psbb..
coba pempus ngasih pilihan lockdown atau karantina wilayah...?","kalau ada peraturan yg lebih manusiawi kenapa junjunganmu gk kasih sih gog.

uu no 6 thn 2028 sangat jelas.dan itu uu sangat melindungi rakyat tanpa pandang bulu.
tp kenapa pempus cuma kasih pilihan psbb..
coba pempus ngasih pilihan atau karantina wilayah...?","kalau ada peraturan yang lebih manusiawi kenapa junjunganmu enggak kasih sih gog.

uu no 6 tahun 2028 sangat jelas.dan itu uu sangat melindungi rakyat tanpa pandang bulu.
tp kenapa pempus cuma kasih pilihan psbb..
coba pempus mengasih pilihan atau karantina wilayah...?","peraturan manusiawi junjunganmu kasih gog . 

 uu no 6 2028 jelas.dan uu melindungi rakyat pandang bulu . 
 pempus kasih pilihan psbb .. 
 coba pempus mengasih pilihan karantina wilayah ... ?"
"rt @dennysiregar7: china ketika kena badai corona, warganya teriak, ""wuhan, kamu pasti bisa !""

italia mengibarkan benderanya di masing2 je…","china ketika kena badai corona, warganya teriak, ""wuhan, kamu pasti bisa !""

italia mengibarkan benderanya di masing2 je…","china ketika kena badai corona, warganya teriak, ""wuhan, kamu pasti bisa !""

italia mengibarkan benderanya di masing-masing je…","china kena badai corona , warganya teriak , "" wuhan , ! "" 

 italia mengibarkan benderanya je …"
"indonesia yang kena corona, duit jajan gue yang lockdown.","yang kena corona, duit jajan gue yang lockdown.","yang kena corona, duit jajan gue yang lockdown.","kena corona , duit jajan ."
tidak ada instruksi dari pemerintah pusat untuk lockdown. saya berpendapat bahwa indonesia belum siap dan dampaknya akan ke ekonomi. pemerintah belum siap menanggung dampak tersebut.,tidak ada instruksi dari pemerintah pusat untuk lockdown. saya berpendapat bahwa belum siap dan dampaknya akan ke ekonomi. pemerintah belum siap menanggung dampak tersebut.,tidak ada instruksi dari pemerintah pusat untuk lockdown. saya berpendapat bahwa belum siap dan dampaknya akan ke ekonomi. pemerintah belum siap menanggung dampak tersebut.,instruksi pemerintah pusat . berpendapat dampaknya ekonomi . pemerintah menanggung dampak .
"rt @albertsolo2: menteri kesehatan: kalau nanti korban jiwa karena corona sudah mencapai 500 orang, mau tidak mau indonesia harus psbb kala…","menteri kesehatan: kalau nanti korban jiwa karena corona sudah mencapai 500 orang, mau tidak mau harus psbb kala…","menteri kesehatan: kalau nanti korban jiwa karena corona sudah mencapai 500 orang, mau tidak mau harus psbb kala…","menteri kesehatan : korban jiwa corona mencapai 500 orang , psbb …"
"menteri kesehatan: kalau nanti korban jiwa karena corona sudah mencapai 500 orang, mau tidak mau indonesia harus psbb kalau perlu lockdown,dan bapak presiden sudah memberikan ijin untuk itu.","menteri kesehatan: kalau nanti korban jiwa karena corona sudah mencapai 500 orang, mau tidak mau harus psbb kalau perlu lockdown,dan bapak presiden sudah memberikan ijin untuk itu.","menteri kesehatan: kalau nanti korban jiwa karena corona sudah mencapai 500 orang, mau tidak mau harus psbb kalau perlu lockdown,dan bapak presiden sudah memberikan ijin untuk itu.","menteri kesehatan : korban jiwa corona mencapai 500 orang , psbb , presiden ijin ."
"@steelknightt semoga lockdown di indonesia diterapkan di semua daerah dan di perpanjang sampai benar2 aman, kita tunggu sj kebijakan pemerintah, apa salahnya belajar dri negara lain yg sdh lockdown duluan","semoga di diterapkan di semua daerah dan di perpanjang sampai benar2 aman, kita tunggu sj kebijakan pemerintah, apa salahnya belajar dri negara lain yg sdh duluan","semoga di diterapkan di semua daerah dan di perpanjang sampai benar-benar aman, kita tunggu saja kebijakan pemerintah, apa salahnya belajar dari negara lain yang sudah duluan","semoga diterapkan daerah perpanjang benar-benar aman , tunggu kebijakan pemerintah , salahnya belajar negara duluan"
"@steelknightt masih bisa dikatakan blm siap, kl udh siap psti mau wilayahnya luas pun jg ttp tertangani dgn baik, memang lebih susah. secara jg kondisi finansial dn ekonomi indonesia beda dgn malaysia kl mau di lockdown spt malaysia yg sudah sebulan lockdown","masih bisa dikatakan blm siap, kl udh siap psti mau wilayahnya luas pun jg ttp tertangani dgn baik, memang lebih susah. secara jg kondisi finansial dn ekonomi beda dgn malaysia kl mau di spt malaysia yg sudah sebulan","masih bisa dikatakan belum siap, kalo sudah siap pasti mau wilayahnya luas pun juga tetap tertangani dengan baik, memang lebih susah. secara juga kondisi finansial dan ekonomi beda dengan malaysia kalo mau di seperti malaysia yang sudah sebulan",", wilayahnya luas tertangani , susah . kondisi finansial ekonomi beda malaysia malaysia sebulan"
"berkaca dari china yg butuh waktu 3 bulan untuk ""pulih"", itupun dengan lockdown total, bagaimana indonesia? semoga semua pendapat &amp; prediksi saya salah. sehat"" semuanya. god bless you 🙏🏿","berkaca dari china yg butuh waktu 3 bulan untuk ""pulih"", itupun dengan total, bagaimana indonesia? semoga semua pendapat &amp; prediksi saya salah. sehat"" semuanya. god bless you 🙏🏿","berkaca dari china yang butuh waktu 3 bulan untuk ""pulih"", itupun dengan total, bagaimana indonesia? semoga semua pendapat &amp; prediksi saya salah. sehat"" semuanya. god bless you 🙏🏿","berkaca china butuh 3 "" pulih "" , itupun total , ? semoga pendapat & amp ; prediksi salah . sehat "" . god bless you 🙏 🏿"
"@ganjarpranowo mohon maaf pak sebelumnya, sekedar saran pak, kalo ingin benar2 cepet bebas dari kasus covid19, harusnya lockdown kompak se indonesia, ini ada yg masih beraktifitas, pabrik2 masih beroprasi, cukup sebulan pak warga indonesia berdiam dirumah, insyaallah bakalan selesai kasus ini","mohon maaf pak sebelumnya, sekedar saran pak, kalo ingin benar2 cepet bebas dari kasus covid19, harusnya kompak se indonesia, ini ada yg masih beraktifitas, pabrik2 masih beroprasi, cukup sebulan pak warga berdiam dirumah, insyaallah bakalan selesai kasus ini","mohon maaf pak sebelumnya, sekedar saran pak, kalo ingin benar-benar cepat bebas dari kasus covid19, harusnya kompak se indonesia, ini ada yang masih beraktifitas, pabrik2 masih beroprasi, cukup sebulan pak warga berdiam dirumah, insyaallah bakalan selesai kasus ini","mohon maaf , sekedar saran , benar-benar cepat bebas covid19 , kompak , beraktifitas , pabrik2 beroprasi , sebulan warga berdiam dirumah , insyaallah selesai"
